StudentID,StartDate,EndDate,RecordedDate,Duration,Progress,Finished,Status,LocationLatitude,LocationLongitude,PolicyArea,Q_ModeratorSupport,Q_StudentPrep,Q_Participation,Q_ConsultantContribution,Q_DiscussionBalance,Q_CommunityInvolvement,Q_RoomSize,Q_Recommend,Learning_Breakout,Learning_Breakout_Other,Learning_Symposium,Learning_Symposium_Other,ActionStations_Chosen,ActionStations_Wanted,Connection_Before,Connection_After,AcademicConfidence_Before,AcademicConfidence_After,ChangeConfidence_Before,ChangeConfidence_After,Quality_Flag,Missing_Count,Q_ModeratorSupport_Num,Q_StudentPrep_Num,Q_Participation_Num,Q_ConsultantContribution_Num,Q_DiscussionBalance_Num,Q_CommunityInvolvement_Num,Q_RoomSize_Num,Q_Recommend_Num,Connection_Before_Num,Connection_After_Num,AcademicConfidence_Before_Num,AcademicConfidence_After_Num,ChangeConfidence_Before_Num,ChangeConfidence_After_Num
11177037,11/2/2023 23:14,11/3/2023 0:20,11/3/2023 0:20,3918,100,TRUE,IP Address,39.8068,-121.867,LGBTQIA+ Policy,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Disagree,"I have ideas that are worth sharing.,Other people are interested in my ideas.,I can talk about my research with expertise.,I want to learn more about my policy topic.,I can talk to experts about my policy topic with confidence.",,"I am a member of the city of Chico community.,I am capable of creating change in my community.,I know at least one way to create change in my community.",,"Lobby government officials,Social media for digital advocacy,2","Petition,Organize a public demonstration",Agree,Agree,Disagree,Agree,Agree,Agree,Good,0,5,5,4,5,4,4,4,2,4,4,2,4,4,4
11877113,11/3/2023 0:17,11/3/2023 0:20,11/3/2023 0:20,183,100,TRUE,IP Address,39.7362,-121.8378,"Food, Agriculture, and Animal Policy",Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,"I have ideas that are worth sharing.,I can improve my policy topic solution now that I have more information.,I want to learn more about my policy topic.,I can talk to experts about my policy topic with confidence.",,"I am a member of the city of Chico community.,I am capable of creating change in my community.,I am capable of creating change in my community.,I know at least one way to create change in my community.",,"Lobby government officials,Social media for digital advocacy,2","Petition,Organize a public demonstration,Write a letter to a government official",Agree,Agree,Agree,Agree,Agree,Agree,Good,0,4,5,5,4,4,5,5,5,4,4,4,4,4,4
11934209,11/3/2023 0:05,11/3/2023 0:21,11/3/2023 0:21,954,100,TRUE,IP Address,38.581,-121.4939,Climate Change Policy,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"I have ideas that are worth sharing.,Other people are interested in my ideas.,I can improve my policy topic solution now that I have more information.,I learned a lot about my policy topic this semester.,I can talk about my research with expertise.,I want to learn more about my policy topic.,I can talk to experts about my policy topic with confidence.",,"I am a member of the city of Chico community.,I am capable of creating change in my community.,I am capable of creating change in my community.,I know at least one way to create change in my community.",,"Lobby government officials,Elect supportive public officials,2","Write a letter to the editor,Elect supportive public officials",Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Good,0,5,5,5,5,5,5,5,5,5,5,4,4,5,5
11365927,11/3/2023 0:25,11/3/2023 0:26,11/3/2023 0:26,74,100,TRUE,IP Address,37.8084,-122.2846,Firearm Policy,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Other people are interested in my ideas.,,I am capable of creating change in my community.,,"Lobby government officials,Social media for digital advocacy,Petition",Lobby government officials,Strongly Agree,Strongly Agree,Disagree,Agree,Agree,Agree,Rushed,0,5,5,5,5,5,5,5,5,5,5,2,4,4,4
12157094,11/3/2023 0:28,11/3/2023 0:30,11/3/2023 0:30,144,100,TRUE,IP Address,39.7272,-121.8129,Firearm Policy,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"I have ideas that are worth sharing.,Other people are interested in my ideas.,I can improve my policy topic solution now that I have more information.,I learned a lot about my policy topic this semester.,I want to learn more about my policy topic.",,I know at least one way to create change in my community.,,"Petition,Organize a public demonstration,2",Write a letter to the editor,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Good,0,5,5,5,5,5,5,5,5,4,5,5,5,5,5
11869456,11/3/2023 0:41,11/3/2023 0:43,11/3/2023 0:43,165,100,TRUE,IP Address,39.7362,-121.8378,Cost of Living Policy,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,"I have ideas that are worth sharing.,Other people are interested in my ideas.,I can improve my policy topic solution now that I have more information.,I learned a lot about my policy topic this semester.,I want to learn more about my policy topic.",,"I am a member of the city of Chico community.,I am capable of creating change in my community.,I am capable of creating change in my community.,I know at least one way to create change in my community.",,"Petition,Organize a public demonstration,2",Social media for digital advocacy,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Good,0,5,4,5,5,4,4,4,5,4,4,4,5,4,5
12183263,11/3/2023 0:42,11/3/2023 0:44,11/3/2023 0:44,144,100,TRUE,IP Address,38.581,-121.4939,Cost of Living Policy,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,I can improve my policy topic solution now that I have more information.,,I am a member of the city of Chico community.,,"Lobby government officials,Elect supportive public officials,Write a letter to a government offical","Write a letter to the editor,Petition,Organize a public demonstration",Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Good,0,5,5,5,5,5,5,5,5,5,5,5,4,4,4
11798515,11/3/2023 0:48,11/3/2023 0:54,11/3/2023 0:54,369,100,TRUE,IP Address,38.581,-121.4939,Immigration Policy,Strongly Disagree,Agree,Agree,Disagree,Strongly Disagree,Agree,Agree,Strongly Disagree,"I have ideas that are worth sharing.,Other people are interested in my ideas.,I can improve my policy topic solution now that I have more information.,I can talk to experts about my policy topic with confidence.",,"I am capable of creating change in my community.,I am capable of creating change in my community.,I know at least one way to create change in my community.",,"Lobby government officials,Petition,Write a letter to a government offical",Write a letter to the editor,Agree,Agree,Disagree,Agree,Disagree,Agree,Good,0,1,4,4,2,1,4,4,1,4,4,2,4,2,4
12074570,11/3/2023 0:54,11/3/2023 0:58,11/3/2023 0:58,231,100,TRUE,IP Address,39.7362,-121.8378,Cost of Living Policy,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Disagree,Agree,"Other people are interested in my ideas.,I can improve my policy topic solution now that I have more information.",,"I am a member of the city of Chico community.,I know at least one way to create change in my community.",,"Lobby government officials,Elect supportive public officials,Organize a public demonstration",,Agree,Agree,Agree,Agree,Agree,Agree,Good,0,4,4,4,5,4,4,2,4,4,4,4,4,4,4
11842286,11/3/2023 1:05,11/3/2023 1:10,11/3/2023 1:10,305,100,TRUE,IP Address,39.7362,-121.8378,Firearm Policy,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,"I have ideas that are worth sharing.,Other people are interested in my ideas.,I learned a lot about my policy topic this semester.,I can talk about my research with expertise.,I want to learn more about my policy topic.",I learned and talk to others in the same policy area as me,"I am capable of creating change in my community.,I know at least one way to create change in my community.",I learned about different ways to create change for my policy area,"Lobby government officials,Social media for digital advocacy,Petition","Elect supportive public officials,Organize a public demonstration,Write a letter to a government official",Agree,Agree,Agree,Agree,Agree,Agree,Good,0,4,4,5,4,4,5,4,4,4,4,4,4,4,4
11972507,11/3/2023 1:09,11/3/2023 1:12,11/3/2023 1:12,154,100,TRUE,IP Address,39.7362,-121.8378,K-12 & Higher Education Policy,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,"I can talk about my research with expertise.,I want to learn more about my policy topic.",,I know at least one way to create change in my community.,,"Lobby government officials,Social media for digital advocacy,2","Petition,Elect supportive public officials,Organize a public demonstration,Write a letter to a government official",Strongly Disagree,Agree,Agree,Agree,Agree,Agree,Good,0,4,4,2,2,4,4,4,4,1,4,4,4,4,4
11661508,11/3/2023 1:14,11/3/2023 1:16,11/3/2023 1:16,148,100,TRUE,IP Address,39.7362,-121.8378,Homelessness Policy,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,"I have ideas that are worth sharing.,I can improve my policy topic solution now that I have more information.,I learned a lot about my policy topic this semester.,I want to learn more about my policy topic.",,"I am a member of the city of Chico community.,I am capable of creating change in my community.,I am capable of creating change in my community.",,"Lobby government officials,Elect supportive public officials,2","Lobby government officials,Write a letter to the editor,Elect supportive public officials",Strongly Agree,Agree,Agree,Agree,Agree,Agree,Good,0,4,4,4,4,5,4,4,4,5,4,4,4,4,4
11123646,11/3/2023 1:16,11/3/2023 1:19,11/3/2023 1:19,178,100,TRUE,IP Address,39.7362,-121.8378,Reproductive Health Policy,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,"I have ideas that are worth sharing.,I can improve my policy topic solution now that I have more information.,I learned a lot about my policy topic this semester.,I want to learn more about my policy topic.,I can talk to experts about my policy topic with confidence.",,"I am capable of creating change in my community.,I know at least one way to create change in my community.",,"Lobby government officials,Organize a public demonstration,2","Social media for digital advocacy,Elect supportive public officials,Write a letter to a government official",Agree,Agree,Agree,Agree,Agree,Agree,Good,0,5,5,5,5,5,5,5,4,4,4,4,4,4,4
11496967,11/3/2023 1:19,11/3/2023 1:23,11/3/2023 1:23,234,100,TRUE,IP Address,39.7362,-121.8378,Homelessness Policy,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,"I have ideas that are worth sharing.,I can improve my policy topic solution now that I have more information.,I learned a lot about my policy topic this semester.,I want to learn more about my policy topic.,I can talk to experts about my policy topic with confidence.",,"I am capable of creating change in my community.,I know at least one way to create change in my community.",,"Social media for digital advocacy,Elect supportive public officials,2",,Agree,Agree,Agree,Agree,Agree,Agree,Good,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4
12010896,11/3/2023 1:29,11/3/2023 1:33,11/3/2023 1:33,219,100,TRUE,IP Address,39.7362,-121.8378,Immigration Policy,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,"I can improve my policy topic solution now that I have more information.,I learned a lot about my policy topic this semester.",,I know at least one way to create change in my community.,,"Lobby government officials,Petition,Elect supportive public officials",Social media for digital advocacy,Agree,Agree,Agree,Agree,Agree,Agree,Good,0,4,4,5,5,5,4,4,4,4,4,4,4,4,4
11901943,11/3/2023 0:57,11/3/2023 1:34,11/3/2023 1:34,2186,100,TRUE,IP Address,39.7362,-121.8378,Cost of Living Policy,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"I have ideas that are worth sharing.,I learned a lot about my policy topic this semester.",none,"I am a member of the city of Chico community.,I am capable of creating change in my community.",none,"Petition,Organize a public demonstration,Write a letter to a government offical","Social media for digital advocacy,Elect supportive public officials",Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Strongly Agree,Good,0,5,4,5,5,5,5,5,5,4,5,4,5,2,5
12049545,11/2/2023 23:11,11/3/2023 1:38,11/3/2023 1:38,8828,100,TRUE,IP Address,39.7362,-121.8378,Cost of Living Policy,Agree,Agree,Agree,Agree,Disagree,Strongly Agree,Agree,Agree,"I learned a lot about my policy topic this semester.,I can talk to experts about my policy topic with confidence.",,"I am capable of creating change in my community.,I know at least one way to create change in my community.",,"Social media for digital advocacy,Elect supportive public officials,2",Organize a public demonstration,Agree,Agree,Agree,Agree,Agree,Agree,Good,0,4,4,4,4,2,5,4,4,4,4,4,4,4,4
11419773,11/3/2023 1:57,11/3/2023 1:59,11/3/2023 1:59,115,100,TRUE,IP Address,39.7362,-121.8378,Homelessness Policy,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,"I have ideas that are worth sharing.,I learned a lot about my policy topic this semester.",,I am capable of creating change in my community.,,"Lobby government officials,Petition,2","Social media for digital advocacy,Organize a public demonstration",Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Rushed,0,5,5,5,5,5,5,5,1,4,5,5,5,5,5
11841428,11/3/2023 2:08,11/3/2023 2:11,11/3/2023 2:11,186,100,TRUE,IP Address,39.7362,-121.8378,Firearm Policy,Agree,Agree,Strongly Agree,Agree,Disagree,Disagree,Agree,Agree,"I have ideas that are worth sharing.,I can improve my policy topic solution now that I have more information.,I want to learn more about my policy topic.",,I am capable of creating change in my community.,,"Lobby government officials,Organize a public demonstration,2",Social media for digital advocacy,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Good,0,4,4,5,4,2,2,4,4,4,4,5,4,5,5
11966241,11/3/2023 5:06,11/3/2023 5:08,11/3/2023 5:08,137,100,TRUE,IP Address,39.7272,-121.8129,Cost of Living Policy,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Other people are interested in my ideas.,,I am a member of the city of Chico community.,,"Lobby government officials,Elect supportive public officials,Organize a public demonstration",Social media for digital advocacy,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Good,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5
12053991,11/3/2023 5:24,11/3/2023 5:26,11/3/2023 5:26,156,100,TRUE,IP Address,39.7362,-121.8378,Drug Policy,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,"I have ideas that are worth sharing.,Other people are interested in my ideas.,I can improve my policy topic solution now that I have more information.,I learned a lot about my policy topic this semester.,I want to learn more about my policy topic.",,"I am capable of creating change in my community.,I know at least one way to create change in my community.",,"Social media for digital advocacy,Petition,Elect supportive public officials",Write a letter to the editor,Agree,Agree,Agree,Agree,Agree,Agree,Good,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4
11537709,11/3/2023 7:01,11/3/2023 7:04,11/3/2023 7:04,150,100,TRUE,IP Address,39.7362,-121.8378,Firearm Policy,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Disagree,I have ideas that are worth sharing.,,I know at least one way to create change in my community.,,"Petition,Elect supportive public officials,Organize a public demonstration",,Disagree,Disagree,Agree,Agree,Agree,Agree,Good,0,4,4,4,4,4,4,4,1,2,2,4,4,4,4
11363353,11/3/2023 9:11,11/3/2023 9:15,11/3/2023 9:15,274,100,TRUE,IP Address,39.508,-121.4571,Firearm Policy,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,"I can improve my policy topic solution now that I have more information.,I learned a lot about my policy topic this semester.,I can talk about my research with expertise.,I want to learn more about my policy topic.",,"I am capable of creating change in my community.,I know at least one way to create change in my community.",,"Social media for digital advocacy,Write a letter to a government offical,2","Petition,Elect supportive public officials",Agree,Agree,Agree,Strongly Agree,Agree,Agree,Good,0,5,4,5,4,4,4,5,4,4,4,4,5,4,4
11887214,11/3/2023 9:13,11/3/2023 9:17,11/3/2023 9:17,206,100,TRUE,IP Address,39.7272,-121.8129,Criminal Justice Policy,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,"I have ideas that are worth sharing.,Other people are interested in my ideas.,I learned a lot about my policy topic this semester.,I want to learn more about my policy topic.,I can talk to experts about my policy topic with confidence.",,"I am a member of the city of Chico community.,I am capable of creating change in my community.,I know at least one way to create change in my community.",,"Petition,Elect supportive public officials,Write a letter to a government offical","Social media for digital advocacy,Organize a public demonstration",Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Good,0,5,5,5,5,5,4,5,1,4,4,5,5,5,5
11400754,11/3/2023 9:26,11/3/2023 9:29,11/3/2023 9:29,164,100,TRUE,IP Address,39.7362,-121.8378,LGBTQIA+ Policy,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,"Other people are interested in my ideas.,I can improve my policy topic solution now that I have more information.,I learned a lot about my policy topic this semester.,I can talk to experts about my policy topic with confidence.",,"I am capable of creating change in my community.,I know at least one way to create change in my community.",,"Lobby government officials,Elect supportive public officials,Write a letter to a government offical",,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Good,0,4,4,5,5,4,5,5,5,5,5,5,5,5,5
11776662,11/3/2023 9:40,11/3/2023 9:41,11/3/2023 9:41,114,100,TRUE,IP Address,39.7362,-121.8378,Climate Change Policy,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"I have ideas that are worth sharing.,I can improve my policy topic solution now that I have more information.,I learned a lot about my policy topic this semester.,I want to learn more about my policy topic.,I can talk to experts about my policy topic with confidence.",,"I am a member of the city of Chico community.,I am capable of creating change in my community.,I am capable of creating change in my community.,I know at least one way to create change in my community.",,"Petition,Organize a public demonstration,2","Lobby government officials,Social media for digital advocacy,Elect supportive public officials,Write a letter to a government official",Agree,Agree,Agree,Agree,Agree,Agree,Rushed,0,5,5,5,5,5,5,5,5,4,4,4,4,4,4
11459878,11/3/2023 9:48,11/3/2023 9:55,11/3/2023 9:55,402,100,TRUE,IP Address,39.7362,-121.8378,Reproductive Health Policy,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"I have ideas that are worth sharing.,Other people are interested in my ideas.,I learned a lot about my policy topic this semester.",,"I am capable of creating change in my community.,I know at least one way to create change in my community.",,"Social media for digital advocacy,Petition,2","Organize a public demonstration,Write a letter to a government official",Agree,Agree,Agree,Agree,Agree,Agree,Good,0,5,5,5,5,5,5,5,5,4,4,4,4,4,4
11863099,11/3/2023 10:19,11/3/2023 10:23,11/3/2023 10:23,211,100,TRUE,IP Address,39.7362,-121.8378,Cost of Living Policy,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,I can talk about my research with expertise.,,I am capable of creating change in my community.,,"Lobby government officials,Petition,2",Social media for digital advocacy,Agree,Agree,Agree,Disagree,Agree,Agree,Good,0,4,4,4,4,4,4,4,4,4,4,4,2,4,4
11917894,11/3/2023 10:23,11/3/2023 10:25,11/3/2023 10:25,116,100,TRUE,IP Address,39.7362,-121.8378,Criminal Justice Policy,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Disagree,I have ideas that are worth sharing.,,I know at least one way to create change in my community.,,"Social media for digital advocacy,Write a letter to a government offical,2",,Agree,Agree,Agree,Agree,Agree,Agree,Rushed,0,4,2,4,4,4,2,4,2,4,4,4,4,4,4
12161046,11/3/2023 10:59,11/3/2023 11:01,11/3/2023 11:01,124,100,TRUE,IP Address,39.7362,-121.8378,Drug Policy,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,"I have ideas that are worth sharing.,Other people are interested in my ideas.,I learned a lot about my policy topic this semester.,I can talk about my research with expertise.",,"I am capable of creating change in my community.,I am capable of creating change in my community.,I know at least one way to create change in my community.",,"Lobby government officials,Social media for digital advocacy,Petition",Organize a public demonstration,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Good,0,5,5,5,5,5,5,4,4,5,5,5,5,5,5
11469199,11/3/2023 11:10,11/3/2023 11:13,11/3/2023 11:13,183,100,TRUE,IP Address,39.7362,-121.8378,Drug Policy,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,"Other people are interested in my ideas.,I can improve my policy topic solution now that I have more information.,I want to learn more about my policy topic.",,"I am capable of creating change in my community.,I know at least one way to create change in my community.",,"Lobby government officials,Social media for digital advocacy,Petition","Elect supportive public officials,Write a letter to a government official",Agree,Agree,Agree,Strongly Agree,Agree,Agree,Good,0,5,5,5,5,4,4,4,5,4,4,4,5,4,4
11901215,11/3/2023 11:00,11/3/2023 11:32,11/3/2023 11:32,1932,100,TRUE,IP Address,39.7362,-121.8378,Criminal Justice Policy,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,"I can improve my policy topic solution now that I have more information.,I learned a lot about my policy topic this semester.,I can talk about my research with expertise.,I want to learn more about my policy topic.",,"I am capable of creating change in my community.,I know at least one way to create change in my community.",,"Lobby government officials,Petition,Elect supportive public officials",Social media for digital advocacy,Disagree,Disagree,Agree,Agree,Agree,Agree,Good,0,5,5,2,5,5,4,5,4,2,2,4,4,4,4
11347519,11/3/2023 11:12,11/3/2023 11:36,11/3/2023 11:36,1410,100,TRUE,IP Address,39.7272,-121.8129,Firearm Policy,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,"I have ideas that are worth sharing.,Other people are interested in my ideas.,I can improve my policy topic solution now that I have more information.",,"I am a member of the city of Chico community.,I am capable of creating change in my community.",,"Petition,Elect supportive public officials,Organize a public demonstration",Petition,Agree,Agree,Agree,Agree,Agree,Agree,Good,0,4,4,4,4,5,4,5,4,4,4,4,4,4,4
11635599,11/3/2023 11:43,11/3/2023 11:47,11/3/2023 11:47,221,100,TRUE,IP Address,39.7362,-121.8378,Reproductive Health Policy,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,"I have ideas that are worth sharing.,Other people are interested in my ideas.,I learned a lot about my policy topic this semester.,I can talk about my research with expertise.,I want to learn more about my policy topic.,I can talk to experts about my policy topic with confidence.",,"I am capable of creating change in my community.,I am capable of creating change in my community.,I know at least one way to create change in my community.",,"Lobby government officials,Write a letter to a government offical,2",,Disagree,Agree,Agree,Strongly Agree,Disagree,Strongly Agree,Good,0,5,5,4,5,5,5,2,5,2,4,4,5,2,5
11823124,11/3/2023 12:14,11/3/2023 12:18,11/3/2023 12:18,237,100,TRUE,IP Address,39.7362,-121.8378,Immigration Policy,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,"I have ideas that are worth sharing.,Other people are interested in my ideas.,I learned a lot about my policy topic this semester.,I can talk to experts about my policy topic with confidence.",,"I am a member of the city of Chico community.,I am capable of creating change in my community.,I am capable of creating change in my community.,I know at least one way to create change in my community.",,"Lobby government officials,Elect supportive public officials,2","Social media for digital advocacy,Petition",Agree,Agree,Agree,Agree,Agree,Strongly Agree,Good,0,5,4,5,5,4,4,5,4,4,4,4,4,4,5
11631413,11/3/2023 12:25,11/3/2023 12:28,11/3/2023 12:28,217,100,TRUE,IP Address,39.7362,-121.8378,LGBTQIA+ Policy,Disagree,Agree,Agree,Strongly Agree,Disagree,Agree,Agree,Agree,"I can improve my policy topic solution now that I have more information.,I learned a lot about my policy topic this semester.,I want to learn more about my policy topic.,I can talk to experts about my policy topic with confidence.",,"I am capable of creating change in my community.,I know at least one way to create change in my community.",,"Lobby government officials,Organize a public demonstration,2",Social media for digital advocacy,Disagree,Agree,Agree,Agree,Agree,Agree,Good,0,2,4,4,5,2,4,4,4,2,4,4,4,4,4
11877282,11/3/2023 12:27,11/3/2023 12:30,11/3/2023 12:30,174,100,TRUE,IP Address,38.581,-121.4939,Cost of Living Policy,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,,"I am a member of the city of Chico community.,I am capable of creating change in my community.",,"Lobby government officials,Petition,Write a letter to a government offical",,Agree,Agree,Agree,Agree,Agree,Agree,Good,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4
10945585,11/3/2023 12:27,11/3/2023 12:30,11/3/2023 12:30,188,100,TRUE,IP Address,39.7362,-121.8378,Climate Change Policy,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,"I have ideas that are worth sharing.,Other people are interested in my ideas.,I can improve my policy topic solution now that I have more information.,I learned a lot about my policy topic this semester.,I can talk about my research with expertise.,I want to learn more about my policy topic.",,"I am capable of creating change in my community.,I know at least one way to create change in my community.",,"Lobby government officials,Petition,Elect supportive public officials",Social media for digital advocacy,Disagree,Agree,Agree,,Strongly Agree,Strongly Agree,Good,1,5,5,4,5,4,4,5,4,2,4,4,,5,5
11540933,11/3/2023 12:33,11/3/2023 12:35,11/3/2023 12:35,123,100,TRUE,IP Address,36.7537,-119.7627,Drug Policy,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,I learned a lot about my policy topic this semester.,,I am capable of creating change in my community.,,"Lobby government officials,Social media for digital advocacy,Organize a public demonstration","Write a letter to the editor,Elect supportive public officials,Write a letter to a government official",Agree,Agree,Agree,Agree,Agree,Agree,Good,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4
12126882,11/3/2023 12:57,11/3/2023 13:00,11/3/2023 13:00,183,100,TRUE,IP Address,38.596,-121.2127,Drug Policy,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,"Other people are interested in my ideas.,I learned a lot about my policy topic this semester.,I can talk about my research with expertise.,I can talk to experts about my policy topic with confidence.",,"I am a member of the city of Chico community.,I am capable of creating change in my community.,I am capable of creating change in my community.,I know at least one way to create change in my community.",,"Lobby government officials,Social media for digital advocacy,Organize a public demonstration",,Strongly Agree,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Good,1,5,5,5,5,5,5,5,4,5,,5,5,5,5
8778810,11/3/2023 13:10,11/3/2023 13:13,11/3/2023 13:13,139,100,TRUE,IP Address,39.7362,-121.8378,K-12 & Higher Education Policy,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,"I have ideas that are worth sharing.,Other people are interested in my ideas.,I can improve my policy topic solution now that I have more information.,I learned a lot about my policy topic this semester.,I can talk about my research with expertise.,I want to learn more about my policy topic.,I can talk to experts about my policy topic with confidence.",,"I am a member of the city of Chico community.,I am capable of creating change in my community.,I am capable of creating change in my community.,I know at least one way to create change in my community.",,"Petition,Elect supportive public officials,2","Lobby government officials,Social media for digital advocacy,Write a letter to a government official",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Good,0,5,5,5,5,5,5,2,5,5,5,5,5,5,5
12143990,11/3/2023 13:21,11/3/2023 13:23,11/3/2023 13:23,121,100,TRUE,IP Address,39.7362,-121.8378,Cost of Living Policy,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,"I have ideas that are worth sharing.,I can improve my policy topic solution now that I have more information.,I learned a lot about my policy topic this semester.,I can talk about my research with expertise.",,"I am a member of the city of Chico community.,I am capable of creating change in my community.,I know at least one way to create change in my community.",,"Social media for digital advocacy,Petition,2",,Agree,Agree,Agree,Agree,Agree,Agree,Good,0,4,4,4,4,5,4,5,4,4,4,4,4,4,4
11486411,11/3/2023 13:41,11/3/2023 13:43,11/3/2023 13:43,111,100,TRUE,IP Address,39.7362,-121.8378,Healthcare Policy,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"I have ideas that are worth sharing.,Other people are interested in my ideas.,I can improve my policy topic solution now that I have more information.,I learned a lot about my policy topic this semester.,I want to learn more about my policy topic.,I can talk to experts about my policy topic with confidence.",,"I am capable of creating change in my community.,I am capable of creating change in my community.,I know at least one way to create change in my community.",,"Social media for digital advocacy,Petition,Organize a public demonstration",Petition,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Rushed,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5
