StudentID,StartDate,EndDate,RecordedDate,Duration,Progress,Finished,Status,LocationLatitude,LocationLongitude,Demo_HispanicLatinx,Demo_Race,Demo_Gender,Demo_ParentEducation,PolicyArea,CivicFair_Orgs,CivicFair_OrgsMissed,CivicFair_Learning,CivicFair_Learning_Other,CivicFair_PolicyConnection,CivicFair_CampusUnderstanding,CivicFair_UsedInBreakout,CivicFair_PreparedForBreakout,Breakout_Learning,Breakout_Learning_Other,Breakout_POLSPreparation,Breakout_Participation,Breakout_ConsultantContribution,Breakout_DiscussionBalance,Breakout_CivicFairConnection,Action_StationsChosen,Action_StationsWanted,Action_Learning,Action_Learning_Other,Action_TalkToExperts,Action_ConsultantKnowledge,Action_CivicFairConnection,Action_BreakoutConnection,Overall_Connection_Before,Overall_Connection_After,Overall_AcademicConf_Before,Overall_AcademicConf_After,Overall_ChangeConf_Before,Overall_ChangeConf_After,Recommend,Overall_Feedback,Quality_Flag,Missing_Count,CivicFair_PolicyConnection_Num,CivicFair_CampusUnderstanding_Num,CivicFair_UsedInBreakout_Num,CivicFair_PreparedForBreakout_Num,Breakout_POLSPreparation_Num,Breakout_Participation_Num,Breakout_ConsultantContribution_Num,Breakout_DiscussionBalance_Num,Breakout_CivicFairConnection_Num,Action_TalkToExperts_Num,Action_ConsultantKnowledge_Num,Action_CivicFairConnection_Num,Action_BreakoutConnection_Num,Overall_Connection_Before_Num,Overall_Connection_After_Num,Overall_AcademicConf_Before_Num,Overall_AcademicConf_After_Num,Overall_ChangeConf_Before_Num,Overall_ChangeConf_After_Num,CFL_I_can_get_involved_in_creating_change_by_joining_one_of_the_,CFL_I_can_talk_with_confidence_to_other_students_about_my_topic_,CFL_I_want_to_get_involved_in_creating_change_by_joining_one_of_,CFL_My_policy_topic_is_being_addressed_in_the_wider_Chico_commun,CFL_My_policy_topic_is_being_addressed_on_Chico_States_campus,CFL_Other_people_are_interested_in_my_ideas,BL_I_can_improve_my_policy_topic_solution_now_that_I_have_more_,BL_I_can_talk_about_my_research_with_expertise,BL_I_can_talk_to_experts_about_my_policy_topic_with_confidence,BL_I_have_ideas_that_are_worth_sharing,BL_I_learned_a_lot_about_my_policy_topic_this_semester,BL_I_want_to_learn_more_about_my_policy_topic,BL_Other_people_are_interested_in_my_ideas,ASC_Elect_supportive_public_officials,ASC_Lobby_government_officials,ASC_Organize_a_public_demonstration,ASC_Petition,ASC_Socia_media_for_digital_advocacy,ASC_Write_a_letter_to_a_government_offical,ASW_Elect_supportive_public_officials,ASW_Lobby_government_officials,ASW_Organize_a_public_demonstration,ASW_Petition,ASW_Social_media_for_digital_advocacy,ASW_Write_a_letter_to_a_government_official,AL_I_am_a_member_of_the_city_of_Chico_community,AL_I_am_capable_of_creating_change_in_my_community,AL_I_know_at_least_one_way_to_create_change_in_my_community,AL_I_know_what_kind_of_changes_I_want_to_see_made_in_my_communi,AL_Other_people_want_me_to_be_involved_in_my_community,AL_Participating_in_creating_change_feels_more_possible_after_p
11873278,2024-04-11 15:05:00,2024-04-11 15:11:00,2024-04-11 15:11:00,374,100,True,IP Address,39.7272,-121.8129,None of these,White,Woman,less than 1 year of college credit,K-12 & Higher Education Policy,Student California Teachers Association,No,"My policy topic is being addressed in the wider Chico community.,I can get involved in creating change by joining one of the clubs or organizations I talked to.,Other people are interested in my ideas.,I can talk with confidence to other students about my topic and my ideas.",The SCTA organization helps future teachers,Strongly Agree,Agree,Disagree,Disagree,"I have ideas that are worth sharing.,Other people are interested in my ideas.,I can talk about my research with expertise.",Other ways that can better the pay for teachers and other areas to focus on when talking about higher education and k-12 policies.,Disagree,Agree,Agree,Agree,Disagree,"Lobby government officials,Socia media for digital advocacy,Petition",Write a letter to a government official,"I know at least one way to create change in my community.,I know what kind of changes I want to see made in my community.",,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Yes,I had a fun time. I learned a lot from others in the break-out rooms (that is where I learned the most about things that go with my topic).,Good,0,5,4,2,2,2.0,4.0,4.0,4.0,2.0,4,4.0,2.0,4.0,2.0,4.0,4.0,4.0,4,4.0,True,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,True,True,False,False
10729031,2024-04-11 15:03:00,2024-04-11 15:11:00,2024-04-11 15:11:00,487,100,True,IP Address,39.7272,-121.8129,None of these,White,Woman,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",Climate Change Policy,"Green Campus Initiative, Umatter, and I can't remember the last one",I would have loved a larger assortment of organizations - and some way to know where relevant groups are.,"My policy topic is being addressed in the wider Chico community.,Other people are interested in my ideas.",,Disagree,Agree,Agree,Strongly Agree,"Other people are interested in my ideas.,I can talk to experts about my policy topic with confidence.",,Agree,Strongly Disagree,Strongly Agree,Disagree,Agree,"Socia media for digital advocacy,Elect supportive public officials,Organize a public demonstration",Petition,Other people want me to be involved in my community.,,Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Agree,Strongly Disagree,Agree,Yes,"The initial Civic engagement fair was interesting but incredibly disorganized - it was obvious that many of my peers had no idea where to go or what things were relevant to them. The chaos was not an environment that facilitated conversation and it felt somewhat competitive. I enjoyed very much talking to the consultants although I wish there was maybe one or two more consultants, and the action stations at the end felt very rushed.",Good,0,2,4,4,5,4.0,1.0,5.0,2.0,4.0,2,4.0,1.0,1.0,1.0,5.0,4.0,4.0,1,4.0,False,False,False,True,False,True,False,False,True,False,False,False,True,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False
11872381,2024-04-11 15:10:00,2024-04-11 15:21:00,2024-04-11 15:21:00,684,100,True,IP Address,39.7272,-121.8129,Yes,I would prefer not to answer,Woman,"high school diploma, GED, or alternative credential",Healthcare Policy,Safe Place,"I didn’t know any organizations but maybe an organization that falls into my policy like healthcare instead of reproductive rights, which is amazing but didn’t really match into my policy. Maybe one organization would be the Women’s Health Clinic.","Other people are interested in my ideas.,I can talk with confidence to other students about my topic and my ideas.",,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,"I have ideas that are worth sharing.,Other people are interested in my ideas.,I learned a lot about my policy topic this semester.",I wasn’t able to talk about my policy with the consultant as they did not know much about my policy since they knew more about housing cost and I believe they were supposed to be in that room.,Strongly Agree,Strongly Agree,Disagree,Agree,Strongly Disagree,"Lobby government officials,Socia media for digital advocacy,Elect supportive public officials,Organize a public demonstration",,"I am a member of the city of Chico community.,Other people want me to be involved in my community.",,Agree,Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Yes,There was an earthquake during the event which set the fire alarm off which showed me that some students aren’t aware of the fire escape plan but it was messy in the beginning since some policies did not have any groups prior to the breakout rooms. Afterwards the breakout groups were super easy for me especially finding the place since Dr. Turner sent out a document for where we are supposed to be for the whole day. After that event at the end it was super easy too and not as bad and the consultant there were super knowledgeable instead of one lady because she was just put into the group for social media and public officials.,Good,0,1,4,5,5,5.0,5.0,2.0,4.0,1.0,4,4.0,1.0,4.0,5.0,5.0,4.0,4.0,4,4.0,False,True,False,False,False,True,False,False,False,True,True,False,True,True,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
12161033,2024-04-11 18:06:00,2024-04-11 18:12:00,2024-04-11 18:12:00,383,100,True,IP Address,39.7272,-121.8129,Yes,White,Woman,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",LGBTQIA+ Policy,"I don't remember which ones I talked too, but there were not many to choose from either.",Yes due to the fact there were not a lot of them to begin with,Other people are interested in my ideas.,,Strongly Disagree,Disagree,Agree,Disagree,I can improve my policy topic solution now that I have more information.,I learned more in depth things within the breakout room within my policy,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,"Socia media for digital advocacy,Petition,Elect supportive public officials","Lobby government officials,Write a letter to a government official",I know at least one way to create change in my community.,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Yes,"The beginning where we were all squished up in the second floor of the library was the worst, it was hot and there were barely any organizations there in the first part of town hall. The breakout rooms were fun it was great being able to talk to someone within the field of study. the last part was fun too we went out into a room and was able to ask questions and learn more about how to make a statment.",Good,0,1,2,4,2,5.0,5.0,5.0,5.0,2.0,5,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4,4.0,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False,False,True,False,False,False
12168911,2024-04-12 10:04:00,2024-04-12 10:09:00,2024-04-12 10:09:00,329,100,True,IP Address,39.7272,-121.8129,Yes,White,Woman,less than 1 year of college credit,Reproductive Health Policy,Save Place,,I can talk with confidence to other students about my topic and my ideas.,,Strongly Agree,Agree,Agree,Disagree,Other people are interested in my ideas.,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"Lobby government officials,Petition,Organize a public demonstration",Petition,"I know at least one way to create change in my community.,Participating in creating change feels more possible after participating in THM.,I know what kind of changes I want to see made in my community.",,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Yes,It’s a fun way to one meet new people but also you can learn more about what Chico has to hold.,Good,0,5,4,4,2,5.0,5.0,5.0,5.0,5.0,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4,4.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,False,False,False,False,True,False,False,False,False,True,True,False,True
11950199,2024-04-12 10:03:00,2024-04-12 10:10:00,2024-04-12 10:10:00,456,100,True,IP Address,39.7272,-121.8129,None of these,White,Man,"high school diploma, GED, or alternative credential",Climate Change Policy,"I actually forgot the name of the organization that I talked to at the Civic Engagement Fair. However, I know they are focused on the environment and they are hosting an endangered animals event soon.","I thought it was pretty hard to find organizations at the civic engagement fair and there was usually only one attendant per table, so it was really hard to talk to them because there was like 50 people swarming each one not knowing which each one was.",My policy topic is being addressed on Chico State's campus.,,Disagree,Agree,Strongly Disagree,Strongly Disagree,Other people are interested in my ideas.,,Agree,Agree,Agree,Disagree,Disagree,"Socia media for digital advocacy,Elect supportive public officials,Organize a public demonstration",Lobby government officials,Other people want me to be involved in my community.,,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,No,While it wasn't that bad do not stress how and I do think it was a little chaotic and I think it has the potential to improved upon.,Good,0,2,4,1,1,4.0,4.0,4.0,2.0,2.0,2,4.0,2.0,2.0,4.0,4.0,4.0,4.0,4,2.0,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
12004758,2024-04-12 10:02:00,2024-04-12 10:12:00,2024-04-12 10:12:00,591,100,True,IP Address,39.7272,-121.8129,None of these,White,Woman,less than 1 year of college credit,Healthcare Policy,I visited u matter at the civic engagement fair.,"I couldn’t tell because it was super packed in the library and you couldn’t see the names of the organizations from a far, you kind of had to walk up to a random table.",I can talk with confidence to other students about my topic and my ideas.,My policy topic related to the civic engagement fair topic.,Agree,Agree,Disagree,Disagree,"I have ideas that are worth sharing.,I can improve my policy topic solution now that I have more information.,I learned a lot about my policy topic this semester.,I can talk about my research with expertise.,I can talk to experts about my policy topic with confidence.",,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,"Lobby government officials,Socia media for digital advocacy,Elect supportive public officials",Write a letter to a government official,"I am a member of the city of Chico community.,Other people want me to be involved in my community.",,Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Yes,"I feel like I would recommend the town hall meeting, however there needs to be some changes. First of all it was way too crowded so we didn’t know where to go or what to do and we had to wait a good amount of time to get to a table. I wish we did this in a larger venue and that it was more separated out. Other than that I had really good conversations in the breakout room.",Good,0,4,4,2,2,4.0,5.0,5.0,5.0,2.0,2,4.0,2.0,4.0,2.0,4.0,4.0,4.0,4,4.0,False,True,False,False,False,False,True,True,True,True,True,False,False,True,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False
11380422,2024-04-12 10:03:00,2024-04-12 10:14:00,2024-04-12 10:14:00,652,100,True,IP Address,39.7272,-121.8129,None of these,"Asian American,Native Hawaiian or Other Pacific Islander,White",Man,"Bachelor's degree (BA, BS)",Homelessness Policy,Umatter and the Community Legal Information Clinic,I don’t think so,"My policy topic is being addressed in the wider Chico community.,Other people are interested in my ideas.,I can talk with confidence to other students about my topic and my ideas.",,Agree,Agree,Agree,Disagree,"Other people are interested in my ideas.,I can improve my policy topic solution now that I have more information.,I learned a lot about my policy topic this semester.",,Agree,Agree,Agree,Strongly Agree,Agree,"Petition,Elect supportive public officials",Social media for digital advocacy,"Other people want me to be involved in my community.,I know at least one way to create change in my community.,I know what kind of changes I want to see made in my community.",,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Yes,"It was an interesting event, but the best part was the breakout rooms because you got to share ideas with people that all are interested and want to learn more about the same subject. The civic engagement fair and the action symposium just had too many people and the instructions were not very clear on what exactly to do.",Good,0,4,4,4,2,4.0,4.0,4.0,5.0,4.0,4,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4,4.0,False,True,False,True,False,True,True,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,True,False
12138634,2024-04-12 10:06:00,2024-04-12 10:16:00,2024-04-12 10:16:00,585,100,True,IP Address,39.7272,-121.8129,Yes,"American Indian or Alaska Native,White",Woman,"Associates degree (AA, AS)",Healthcare Policy,I talked to UMatter.,There weren't any.,"My policy topic is being addressed on Chico State's campus.,My policy topic is being addressed in the wider Chico community.,Other people are interested in my ideas.,I can talk with confidence to other students about my topic and my ideas.",Nothing.,Agree,Agree,Disagree,Disagree,"I have ideas that are worth sharing.,Other people are interested in my ideas.,I can improve my policy topic solution now that I have more information.,I learned a lot about my policy topic this semester.,I can talk about my research with expertise.",Nothing.,Agree,Strongly Agree,Strongly Agree,Agree,Disagree,"Lobby government officials,Socia media for digital advocacy,Petition",,"I am a member of the city of Chico community.,Other people want me to be involved in my community.,I know at least one way to create change in my community.",Nothing,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,No,I talked to a mental health resource group at the beginning before the fire alarm went off. So we went early to the discussion groups. I learned some new things about Healthcare policy from the consultants. After I went back to the library to talk to people about how to take action for my policy.,Good,0,4,4,2,2,4.0,5.0,5.0,4.0,2.0,2,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2.0,False,True,False,True,True,True,True,True,False,True,True,False,True,False,True,False,True,True,False,False,False,False,False,False,False,True,False,True,False,True,False
11696491,2024-04-12 10:11:00,2024-04-12 10:21:00,2024-04-12 10:21:00,582,100,True,IP Address,39.7272,-121.8129,Yes,,Man,"Bachelor's degree (BA, BS)",Drug Policy,"(DAP), drug policy alliance",I talked to all all the ones were important for me,My policy topic is being addressed on Chico State's campus.,"As a chico student, I can support my policy by making petitions to the gov.",Strongly Agree,Agree,Agree,Disagree,I can improve my policy topic solution now that I have more information.,I learned how to start a new campaign,Agree,Agree,Strongly Agree,Disagree,Agree,"Socia media for digital advocacy,Petition",Organize a public demonstration,"I am a member of the city of Chico community.,I know at least one way to create change in my community.,I know what kind of changes I want to see made in my community.",,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Yes,"Is a pretty good event, where u can discuss your policy with other people that are also interested within the same topic. I think is also a good opportunity to learn how to express your ideas, and how to communicate yourself in a more formal way.",Good,0,5,4,4,2,4.0,4.0,5.0,2.0,4.0,4,4.0,5.0,5.0,4.0,4.0,4.0,4.0,5,5.0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,True,True,False,False
12233079,2024-04-12 10:11:00,2024-04-12 10:31:00,2024-04-12 10:31:00,1198,100,True,IP Address,39.7272,-121.8129,None of these,"American Indian or Alaska Native,Asian American,White",Woman,"Bachelor's degree (BA, BS)",Homelessness Policy,Safe Place Organization,no,My policy topic is being addressed in the wider Chico community.,,Strongly Agree,Disagree,Strongly Disagree,Strongly Disagree,"I learned a lot about my policy topic this semester.,I can talk to experts about my policy topic with confidence.",,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,"Lobby government officials,Socia media for digital advocacy,Organize a public demonstration",Write a letter to a government official,Other people want me to be involved in my community.,,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Disagree,Disagree,Yes,"The only substantial and retainable information that I received was during the breakroom, due to the fact that I was able to actually relay a meaningful conversation with those around me. Outside of the breakroom, it was neither personable nor informative because there were too many people just trying to get stamps and leave, since it was required to move on to the next step. The breakroom was able to provide government workers and organizations that were able to enlighten those in the room, including myself, of how our ideas would eventually run into roadblocks.",Good,0,5,2,1,1,1.0,5.0,5.0,2.0,1.0,5,5.0,1.0,2.0,1.0,1.0,2.0,2.0,2,2.0,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False
11789246,2024-04-12 10:24:00,2024-04-12 10:33:00,2024-04-12 10:33:00,518,100,True,IP Address,39.7272,-121.8129,None of these,White,Woman,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",Climate Change Policy,,No.,"My policy topic is being addressed on Chico State's campus.,I can get involved in creating change by joining one of the clubs or organizations I talked to.,I can talk with confidence to other students about my topic and my ideas.",,Strongly Agree,Strongly Agree,Agree,Disagree,"I have ideas that are worth sharing.,I can improve my policy topic solution now that I have more information.,I learned a lot about my policy topic this semester.,I want to learn more about my policy topic.",,Strongly Agree,Agree,Strongly Agree,Agree,Agree,"Lobby government officials,Elect supportive public officials,Write a letter to a government offical",Social media for digital advocacy,"I am a member of the city of Chico community.,Other people want me to be involved in my community.,I know at least one way to create change in my community.,I am capable of creating change in my community.",,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Yes,"The event began late in the evening and there was a hectic event that took place prior to breaking off into discussion groups in which we talked to clubs and organizations taking action currently in our topic area. The instructions were pretty unclear and I was so stressed that I wasn't being entirely present in my conversations with these groups. I felt that this stress was mutual as well and everyone was in a rush. When we went into discussion groups, I did feel that the consultants provided a lot of insight, and we had a productive conversation in which everyone contributed. Finally, we finished out by discovering ways to contact government officials or attract their attention in some way, which I found to be organized more efficiently and helpful.",Good,0,5,5,4,2,5.0,4.0,5.0,4.0,4.0,4,4.0,4.0,2.0,4.0,4.0,4.0,2.0,4,4.0,True,True,False,False,True,False,True,False,False,True,True,True,False,True,True,False,False,False,True,False,False,False,False,True,False,True,True,True,False,True,False
10827662,2024-04-12 10:42:00,2024-04-12 10:48:00,2024-04-12 10:48:00,388,100,True,IP Address,39.7272,-121.8129,Yes,I would prefer not to answer,Woman,1 or more years of college credit,Reproductive Health Policy,Safe Space Chico,Debate,Other people are interested in my ideas.,,Agree,Strongly Agree,Disagree,Agree,,,,,,,,"Lobby government officials,Socia media for digital advocacy,Petition",Elect supportive public officials,Participating in creating change feels more possible after participating in THM.,,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Strongly Agree,Yes,You talk about policies you like,Good,5,4,5,2,4,,,,,,5,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4,5.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True
12139830,2024-04-12 11:00:00,2024-04-12 11:07:00,2024-04-12 11:07:00,419,100,True,IP Address,39.7272,-121.8129,None of these,White,Man,"Bachelor's degree (BA, BS)",Climate Change Policy,Green Campus Initiative,I did not have much time as the for alarm went off and it took a little bit to talk to green campus.,My policy topic is being addressed on Chico State's campus.,,Strongly Agree,Strongly Agree,Disagree,Agree,"I can improve my policy topic solution now that I have more information.,I learned a lot about my policy topic this semester.",,Strongly Agree,Agree,Strongly Agree,Agree,Agree,"Socia media for digital advocacy,Elect supportive public officials,Organize a public demonstration",Petition,"I know at least one way to create change in my community.,Participating in creating change feels more possible after participating in THM.",,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Agree,Yes,It was a fun way to talk to pationate individuals making a change in the community. It was a great way to meet new people and the atmosphere as light hearted and fun.,Good,0,5,5,2,4,5.0,4.0,5.0,4.0,4.0,5,5.0,4.0,4.0,4.0,5.0,4.0,5.0,2,4.0,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True
11807238,2024-04-12 11:05:00,2024-04-12 11:10:00,2024-04-12 11:11:00,350,100,True,IP Address,39.7272,-121.8129,None of these,White,Man,less than 1 year of college credit,Drug Policy,"start a petition drive 
social media for digital advocacy 
lobbying government officials",no,"Other people are interested in my ideas.,I can talk with confidence to other students about my topic and my ideas.",,Agree,Agree,Agree,Agree,"I have ideas that are worth sharing.,Other people are interested in my ideas.,I can talk about my research with expertise.,I want to learn more about my policy topic.",,Agree,Agree,Agree,Agree,Agree,"Lobby government officials,Socia media for digital advocacy,Petition",Organize a public demonstration,"Other people want me to be involved in my community.,Participating in creating change feels more possible after participating in THM.,I know what kind of changes I want to see made in my community.",,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Yes,"my experience participating in this event was very positive I learned a lot about my policy and how much depth there was to it. I also got a better understanding of my specific problem about drugs, this event helps you a lot and your classmates input helps a ton too even if it is not the exact same thing.",Good,0,4,4,4,4,4.0,4.0,4.0,4.0,4.0,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4,4.0,False,True,False,False,False,True,False,True,False,True,False,True,True,False,True,False,True,True,False,False,False,True,False,False,False,False,False,False,True,True,True
11954840,2024-04-12 11:01:00,2024-04-12 11:11:00,2024-04-12 11:11:00,617,100,True,IP Address,39.7272,-121.8129,Yes,,Woman,"high school diploma, GED, or alternative credential",Reproductive Health Policy,The organization that I talked to at the Civic Engagement Fair was Umatter.,"No, not necessarily.",I can get involved in creating change by joining one of the clubs or organizations I talked to.,,Agree,Agree,Disagree,Disagree,"I have ideas that are worth sharing.,Other people are interested in my ideas.,I can improve my policy topic solution now that I have more information.,I learned a lot about my policy topic this semester.",,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,"Lobby government officials,Petition,Elect supportive public officials",Social media for digital advocacy,"Other people want me to be involved in my community.,I know at least one way to create change in my community.",,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Yes,The event was very informational and made me realize and learn a lot of things that I didn't know. It made me look at my policy problem from a different point of view and I really enjoyed it.,Good,0,4,4,2,2,5.0,5.0,5.0,5.0,2.0,5,5.0,2.0,5.0,4.0,4.0,4.0,4.0,4,4.0,True,False,False,False,False,False,True,False,False,True,True,False,True,True,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False
11926474,2024-04-12 11:02:00,2024-04-12 11:12:00,2024-04-12 11:13:00,605,100,True,IP Address,39.7272,-121.8129,None of these,White,Woman,"Bachelor's degree (BA, BS)",Reproductive Health Policy,"Clic, contacting government officials, elect supporting officials, starting a petition.",yes,"My policy topic is being addressed in the wider Chico community.,I can get involved in creating change by joining one of the clubs or organizations I talked to.,Other people are interested in my ideas.,I can talk with confidence to other students about my topic and my ideas.",,Agree,Agree,Strongly Agree,Strongly Agree,"I have ideas that are worth sharing.,Other people are interested in my ideas.,I can improve my policy topic solution now that I have more information.,I learned a lot about my policy topic this semester.,I can talk about my research with expertise.,I want to learn more about my policy topic.",,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,"Lobby government officials,Elect supportive public officials,Write a letter to a government offical",Social media for digital advocacy,"I am a member of the city of Chico community.,Other people want me to be involved in my community.,I know at least one way to create change in my community.,Participating in creating change feels more possible after participating in THM.,I am capable of creating change in my community.,I know what kind of changes I want to see made in my community.",,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes,,Good,0,4,4,5,5,5.0,5.0,5.0,4.0,5.0,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5.0,True,True,False,True,False,True,True,True,False,True,True,True,True,True,True,False,False,False,True,False,False,False,False,True,False,True,True,True,True,True,True
10700886,2024-04-12 11:00:00,2024-04-12 11:13:00,2024-04-12 11:13:00,799,100,True,IP Address,39.7272,-121.8129,None of these,White,Woman,"Bachelor's degree (BA, BS)",Reproductive Health Policy,I spoke with Safe place at the civic engagement fair.,They were the most relevant organization to my topic at the fair. I would’ve been curious about what Umatter had to say but other than that there wasn’t many options that were super reproductive health related or had any advice on policy matters. Maybe the wellcat center would have been another one.,"My policy topic is being addressed on Chico State's campus.,My policy topic is being addressed in the wider Chico community.,I can get involved in creating change by joining one of the clubs or organizations I talked to.,I want to get involved in creating change by joining one of the clubs or organizations I talked to.,Other people are interested in my ideas.,I can talk with confidence to other students about my topic and my ideas.",,Agree,Agree,Disagree,Disagree,"I have ideas that are worth sharing.,Other people are interested in my ideas.,I can improve my policy topic solution now that I have more information.,I learned a lot about my policy topic this semester.,I want to learn more about my policy topic.,I can talk to experts about my policy topic with confidence.",,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,"Socia media for digital advocacy,Petition,Write a letter to a government offical",Elect supportive public officials,"I am a member of the city of Chico community.,Other people want me to be involved in my community.,I know at least one way to create change in my community.,Participating in creating change feels more possible after participating in THM.,I am capable of creating change in my community.,I know what kind of changes I want to see made in my community.",,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Yes,"This was a huge event with tons of students all working towards a common goal of learning to better their communities. It was so awesome to talk to the consultants and moderators in the breakout rooms, they had a lot of interesting stuff to share.",Good,0,4,4,2,2,5.0,5.0,5.0,5.0,4.0,5,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4,4.0,True,True,True,True,True,True,True,False,True,True,True,True,True,False,False,False,True,True,True,True,False,False,False,False,False,True,True,True,True,True,True
11939292,2024-04-12 11:08:00,2024-04-12 11:13:00,2024-04-12 11:13:00,344,100,True,IP Address,37.1835,-121.7714,None of these,White,Man,"Associates degree (AA, AS)",Climate Change Policy,Green campus initiative,,I can get involved in creating change by joining one of the clubs or organizations I talked to.,,Agree,Agree,Disagree,Agree,I can talk to experts about my policy topic with confidence.,,Agree,Disagree,Agree,Disagree,Agree,"Socia media for digital advocacy,Elect supportive public officials,Organize a public demonstration",Write a letter to a government official,I know at least one way to create change in my community.,,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Yes,,Good,0,4,4,2,4,4.0,2.0,4.0,2.0,4.0,4,4.0,4.0,4.0,4.0,4.0,2.0,2.0,4,4.0,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False
