Start Date,End Date,Response Type,IP Address,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Recipient Last Name,Recipient First Name,Recipient Email,External Data Reference,Location Latitude,Location Longitude,Distribution Channel,User Language,"Town Hall Survey

Informed Consent


Hello Chico Student:


The following online survey is part of an important university study on how to improve students' experiences at the Town Hall Meeting. It will take approximately 5-10 minutes to complete.






















Taking part in this research is completely voluntary. If you choose to participate in this research, it is very important that you answer the questions as thoughtfully and frankly as possible. All your answers will be kept strictly confidential. You can stop participating at any time without penalty to your grade.
We would also like to emphasize that you will NOT be penalized if you choose to omit answers to some questions on the survey. To record your answers, you must proceed all the way through the end of the survey, even if you choose to omit answers to some questions. In addition, proceeding to the very end of the survey will remove any survey response information from the screen on your computer/device, protecting your privacy. 


Your student ID is being collected so we can match your responses to other important university programs (U-Course, Town Hall Meeting, Great Debate) and demographic information. IDs may be used for statistical analysis alongside other data such a GPA, retention, and graduation rates. Again, your answers are strictly confidential, and we are bound by rules of this University to maintain this confidentiality. Your information collected as part of this research will be stored on a password protected computer in a locked office within the First-Year Experience Program office and on a protected server that is located behind a secure firewall at the University Office for Institutional Research. You must be 18-years of age or older to take this survey.


Thank you for filling out this survey as completely and honestly as you can. We are asking you to do this because we value your experience and ideas about how to improve students' experiences here at Chico State.


If you'd like more information about this project, contact the First-Year Experience Program office at fye@csuchico.edu or (530) 898-3705.",Please enter your student ID number. 9 digit number on your student ID. Make sure this is correct to get credit for the survey.,Please re-enter your student ID number. 9 digit number on your student ID. Make sure this is correct to get credit for the survey.,What was your policy area or expertise?,The moderators effectively facilitated the discussion.,"The
students seemed well prepared for the discussion.","The
discussion among all participants was productive.","The consultants contributed effectively to
the conversation.",The Town Hall Meeting is useful for sharing ideas and involving campus and community members in a discussion of those ideas.,"I
would recommend the Town Hall Meeting next semester to others.",What did the Town Hall Meeting mean to you?,What was your biggest takeaway from your Breakout room discussion?,Which three action stations did you choose to do at the Action Symposium?,"Which, if any, of the action stations did you want to participate in but were not able to?","In preparation for the Town Hall Meeting, I feel an increased connection to Chico State and larger Chico community.","In participating in the Town Hall Meeting event, I feel an increased connection to Chico State and larger Chico community.","In preparation for the Town Hall Meeting, I feel that my confidence in my academic ability increased.","In participating in the Town Hall Meeting event, I feel that my confidence in my academic ability increased.","In preparation for the Town Hall Meeting, I have increased my confidence and ability to affect change in my community.","In participating in the Town Hall Meeting event, I have increased my confidence and ability to affect change in my community.","In preparation for the Town Hall Meeting, I have increased my confidence and ability to affect change in my community.","Because of my participation in the Town Hall Meeting event, I feel more likely to succeed in future courses.",Knowing I was participating in the Town Hall Meeting event changed my approach to my POLS 155 coursework.,What could be improved to make the Town Hall Meeting better?,Why did you take a Town Hall Section of POLS 155?
4/8/2023 12:50,4/8/2023 12:53,IP Address,107.77.211.182,100,219,TRUE,4/8/2023 12:53,R_2QyZKwkFIE23RLe,,,,,34.0544,-118.244,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11703940,11703940,Cost of Living and Poverty Policy,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,I belive it gave me the opportunity to converse with my fellow peers and exhange great ideas on how to improve on the topic we chose,That minds are differnt and can pull different types of information on the same topic ,"Lobbying government officials,Social media for digital advocacy,Petition",Petition,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,I think choosing moderators that let the students talk more!,It was a required course for undergraduate students !
4/8/2023 14:29,4/8/2023 14:33,IP Address,132.241.174.170,100,250,TRUE,4/8/2023 14:33,R_10UddQrRz8vEJ6n,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11367656,11367656,Climate Change and Environmental Policy,Strongly Agree,Agree,Agree,Strongly Agree,Disagree,Disagree,it was a way to connect and communicate to other members of chico about a similar policy topic ,that climate change will require a lot of time money and cooperation ,"Social media for digital advocacy,Petition",,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,more acsess to tables at the end ,required class 
4/6/2023 22:36,4/8/2023 15:01,IP Address,98.208.41.224,100,145480,TRUE,4/8/2023 15:01,R_1P0jV2QZGjjM1oI,,,,,39.7272,-121.8129,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11078172,11078172,Climate Change and Environmental Policy,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,It was helpful to discuss my policy topic with other people who had similar topics,"You have to look at the policy as a whole from all different angles, rather than just one side. ","Lobbying government officials,Petition,A letter to a government official",Social media for digital advocacy,Neutral,Agree,Neutral,Agree,Agree,Agree,Neutral,Agree,Neutral,Make it online so it is easier to work around students school and work schedules ,Only one available
4/8/2023 15:08,4/8/2023 15:30,IP Address,97.113.28.13,100,1298,TRUE,4/8/2023 15:30,R_AGLSqrTLMRdvLoZ,,,,,47.6901,-122.3747,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,10830431,10830431,Healthcare Policy,Strongly Agree,Agree,Disagree,Strongly Agree,Agree,Agree,"The town hall meeting meant open-mindedness to me. There were much exchange of ideas and information that for our policy, it can be tied together to build a better system.","The biggest takeaway from my breakout room discussion was that there may not be visible change within healthcare, but there are lots of ideas flowing around many people’s minds to change the policy for the better.","Write a letter to the editor,Social media for digital advocacy,Petition","Lobbying government officials,Organize a public demonstration,A letter to a government official",Disagree,Agree,Agree,Disagree,Agree,Strongly Agree,Neutral,Neutral,Disagree,There was a discrepancy in the people who seemed prepared and people who seemed unprepared. There should be more incentive to prepare for the town hall meeting.,I took the town hall section because I thought that it would allow me to think more about the current state of government and their policies and give incentive to put more effort into discussion of these subjects.
4/8/2023 17:19,4/8/2023 17:32,IP Address,198.27.160.239,100,801,TRUE,4/8/2023 17:32,R_12G3U81AGaLbMwG,,,,,37.9285,-121.6881,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11419305,11419305,Firearm Policy,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,It was helpful to deeper understand my issue.,"We all have similar ideas, and we can work together to get them to the government to promote change. ","Write a letter to the editor,Social media for digital advocacy,Elect supportive public officials",Petition,Disagree,Agree,Strongly Disagree,Disagree,Strongly Disagree,Neutral,Disagree,Disagree,Disagree,,friends said it was cool 
4/8/2023 18:27,4/8/2023 18:32,IP Address,98.255.113.250,100,268,TRUE,4/8/2023 18:32,R_2EHrJSR3qTNAtIb,,,,,39.7272,-121.8129,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11210343,11210343,Drug Policy,Agree,Agree,Agree,Agree,Agree,Agree,It meant being able to hear other people’s usaras on how to improve our country and also being able to share your own with others ,My biggest takeaway is that we must start small at lower government levels and work our way up to make changes federally that will improve our legislation,"Social media for digital advocacy,Petition,Elect supportive public officials",Write a letter to the editor,Neutral,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Make it shorter. Don’t have a whole hour when u can show up.,Because I needed to
4/8/2023 19:23,4/8/2023 19:30,IP Address,24.10.32.80,100,424,TRUE,4/8/2023 19:30,R_3JekOcL9F1BCDNL,,,,,39.7272,-121.8129,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11702393,11702393,LGBTQIA+ Policy,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"I really enjoyed speaking about controversial things in a supportive group of people, I didn't feel afraid to share my ideas or contribute to the conversation",That everyone is angry about things that are happening to the community and we all feel empowered to make change,"Write a letter to the editor,Social media for digital advocacy,Organize a public demonstration",Lobbying government officials,Agree,Agree,Agree,Neutral,Disagree,Neutral,Agree,Strongly Agree,Strongly Agree,Maybe have actual elected officials at the event that we can talk to about our issues,It was required for my degree I believe
4/8/2023 19:44,4/8/2023 19:50,IP Address,38.142.146.34,100,339,TRUE,4/8/2023 19:50,R_abXtxGP04kKKxcB,,,,,39.1667,-121.5048,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11503090,11503090,Drug Policy,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,It was a fun opportunity to meet and talk with people who cared about similar topics as me.,That everyone sees things within the same topic fro a different perspective on how to improve it. ,"Lobbying government officials,Social media for digital advocacy,Elect supportive public officials","Petition,Organize a public demonstration,A letter to a government official",Disagree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Agree,Strongly Agree,Allow the students to talk with people from different topics to get a better understanding of multiple topics instead of just one.,Becasue it was a required course. 
4/8/2023 19:46,4/8/2023 19:54,IP Address,132.241.174.93,100,450,TRUE,4/8/2023 19:54,R_3rZe976UMCmmZts,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11407657,11407657,Climate Change and Environmental Policy,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Culmination of all efforts for the past few weeks.,Lobbying groups gateway a lot of progress.,"Lobbying government officials,Write a letter to the editor,Petition","Elect supportive public officials,Organize a public demonstration",Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Think it was a really fun experience.,thought it would be interesting.
4/8/2023 19:58,4/8/2023 20:03,IP Address,132.241.174.24,100,284,TRUE,4/8/2023 20:03,R_3rYAY6yffLngvzP,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11618543,11618543,Drug Policy,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,it was a place for me to share my opinions and research with people who were ready to listen,"though I felt prepared I felt that other students were more prepared, so I want to be more prepared next time","Social media for digital advocacy,Elect supportive public officials,Organize a public demonstration","Write a letter to the editor,Petition",Agree,Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Neutral,Agree,Neutral,I think it could have been explained better beforehand because it was not what I expected,If I'm being honest I didn't know any better but I don't regret it
4/8/2023 20:06,4/8/2023 20:14,IP Address,73.12.154.163,100,474,TRUE,4/8/2023 20:14,R_Qd0PhZQ0NzpSt1f,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11559289,11559289,Climate Change and Environmental Policy,Agree,Agree,Agree,Agree,Agree,Disagree,an opportunity to engage in discussion with different ideas and information,there can be positives to a negative and a opinion can change even if you were set on it.,"Petition,Elect supportive public officials,Organize a public demonstration",,Neutral,Agree,Neutral,Agree,Agree,Strongly Agree,Neutral,Agree,Agree,Possible having people who oppose your ideas ,it was required 
4/8/2023 22:12,4/8/2023 22:14,IP Address,132.241.174.205,100,172,TRUE,4/8/2023 22:14,R_2U42A2XphrV6LOr,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11169094,11169094,Firearm Policy,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,it meant to me as a best way to learn about the multiple interactions with students and consultants.,my biggest take away was some sort of better control over human interactions with firearms.,"Write a letter to the editor,Organize a public demonstration,A letter to a government official",Petition,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,honestly food ,needed for GE course
4/8/2023 22:42,4/8/2023 22:55,IP Address,174.160.235.169,100,751,TRUE,4/8/2023 22:55,R_Tngy9JA3UHmAOKR,,,,,37.9395,-122.3242,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11136360,11136360,Firearm Policy,Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Disagree,To me it meant getting together to get more information to be able to help the public. Gives us examples on how to be better people in our communities.,The conversations were good. It wasn't any arguing. Everyone was respectful and kind.,"Social media for digital advocacy,Petition,Organize a public demonstration","Write a letter to the editor,Elect supportive public officials,A letter to a government official",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"Nothing, everything went smoothly in my opinion.",I think I had too. It was required to graduate. Personally I dont like classes that take me out of my comfort zone but the town hall meeting was fun.
4/8/2023 22:58,4/8/2023 23:11,IP Address,24.6.57.15,100,781,TRUE,4/8/2023 23:11,R_3ek4vbLLkoZmNEY,,,,,37.2941,-121.8996,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11418408,11418408,Reproductive Health Policy,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,I appreciate getting the chance to hear other students perspectives on my policy area. ,My biggest takeaway from my breakout room discussion is that there will always be more than one way to solve and address a problem to find a solution. It also made me realize cooperation can help generate solutions. ,"Lobbying government officials,Elect supportive public officials,A letter to a government official",Organize a public demonstration,Neutral,Agree,Agree,Strongly Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Agree,It would be helpful if breakout sessions were organized by policy problem. A lot of the people in my breakout room specified the same policy issue so there wasn’t much diversity within the policy topic. I feel as though there would be more conversation and provoked thought if more people had different solutions/point of views/problems. ,Required pre-requisite for pre nursing. 
4/9/2023 8:22,4/9/2023 8:27,IP Address,73.116.101.141,100,315,TRUE,4/9/2023 8:27,R_3MQYBU3eAeA3YJP,,,,,38.7169,-121.3677,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11410946,11410946,"Food, Agriculture, and Animal Policy",Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,"I wasnt too excited about having to attend if im being honest, however I will say I met some cool people who align with some of my similar beliefs. ",I really enjoyed talking with people from different backgrounds and learning more about there experiences. ,"Write a letter to the editor,Social media for digital advocacy,Elect supportive public officials",Petition,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Disagree,My concern would be the timing of the event and that it ends late at night. I would also try and organize the end portion better as it was difficult at times to find a table to talk to about what next steps to take to then receive stamps. ,I was unaware there were different pols 155 that did not include this. 
4/9/2023 10:35,4/9/2023 10:41,IP Address,69.223.91.80,100,361,TRUE,4/9/2023 10:41,R_1H02jbmIksVguot,,,,,39.9283,-122.201,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11771904,11771904,"Food, Agriculture, and Animal Policy",Agree,Agree,Agree,Agree,Agree,Disagree,,"It's nice to have a good, respectful conversation about what you care about.","Social media for digital advocacy,Elect supportive public officials,Organize a public demonstration",A letter to a government official,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,,I needed it for general ed.
4/9/2023 12:30,4/9/2023 12:36,IP Address,47.45.98.154,100,314,TRUE,4/9/2023 12:36,R_SZPcxaacWPDQOMF,,,,,40.5482,-122.3367,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11109372,11109372,Reproductive Health Policy,Agree,Disagree,Disagree,Disagree,Agree,Agree,I wanted to hear from other students but that was not really my experience.,That most o the students I interacted with had limited knowledge of the issues and even less knowledge of how to address them.,"Lobbying government officials,Write a letter to the editor,A letter to a government official",,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,I was disappointed in the moderator as she was less than inclusive. The expert was not very expert.,Because Professor Dwyre was teaching it
4/9/2023 15:38,4/9/2023 16:00,IP Address,76.114.46.250,100,1321,TRUE,4/9/2023 16:00,R_3oZ27mnszlyWsZu,,,,,39.8068,-121.867,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,8643207,8643207,Climate Change and Environmental Policy,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,At first I wasn't to fond about The Town Hall Meeting but after the event I realized it was a lot of fun to be around like minded individuals and basically collaborate about important topics in the United States. ,The biggest takeaway from the breakout room discussion was probably connecting with like minded individuals and learning more from them.  ,"Lobbying government officials,Organize a public demonstration,A letter to a government official","Social media for digital advocacy,Elect supportive public officials",Neutral,Agree,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Agree,,Undergrad Requirement
4/9/2023 17:16,4/9/2023 17:21,IP Address,98.208.20.167,100,286,TRUE,4/9/2023 17:21,R_1kS6lgkQpeKls1Z,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11196992,11196992,Firearm Policy,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,What Town Hall Meeting meant for me was being able to come prepare and discuss your political issue that you strongly focus on throughout the semester.,Meeting new people that share the same political issue.,"Write a letter to the editor,Social media for digital advocacy,Organize a public demonstration","Lobbying government officials,Petition,Elect supportive public officials,A letter to a government official",Agree,Agree,Strongly Agree,Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Neutral,The amount of time we are there.,For my GE course 
4/9/2023 17:44,4/9/2023 17:50,IP Address,132.241.174.18,100,347,TRUE,4/9/2023 17:50,R_1FQlmGHZluf1UnE,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11466222,11466222,Housing and Homelessness Policy,Agree,Agree,Agree,Agree,Agree,Agree,listening to different points of views on ways to tackle the issue,ways like using abandoned buildings as temp homelessness shelters,"Write a letter to the editor,Social media for digital advocacy,Elect supportive public officials",Social media for digital advocacy,Agree,Neutral,Disagree,Strongly Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,"before hand, make it clear what happens in the breakout rooms (socratic seminars...), as an ARC student, I felt unprepared and unaccommodated to the event. It was hard during the event to talk and get the attention of a moderator who was busy talking in discussions.",It was recommended by a friend
4/9/2023 17:50,4/9/2023 17:58,IP Address,71.195.163.232,100,468,TRUE,4/9/2023 17:58,R_2yjsRwOd0ewr5dK,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,10988784,10988784,Reproductive Health Policy,Agree,Agree,Strongly Agree,Agree,Agree,Agree,It meant that I would be gathering with individuals who have the same opinion as me as well as differing opinion and that altogether we can compile really great ideas to help reproductive health. ,That it will be very hard to get acts or laws to be passed going past the Supreme Court but there are still smaller things we can do to contribute to abortion rights. ,"Write a letter to the editor,Elect supportive public officials,Organize a public demonstration",Social media for digital advocacy,Neutral,Agree,,Agree,Agree,Agree,Neutral,Neutral,Agree,Maybe make it slightly shorter and on a Monday night because I know a lot of people had festivities to go to after and that could've affected participation. ,It was a part of my GE but I knew people who had taken it in the past and said that was enjoyable. 
4/9/2023 18:54,4/9/2023 19:12,IP Address,73.220.219.67,100,1052,TRUE,4/9/2023 19:12,R_1k1s26g30cbAiW1,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11111465,11111465,Reproductive Health Policy,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"The town hall meeting was a very informative experience for me. I got to learn about my policy topic even more and what my peers thought about it as well. It was very eye opening to see what other students thought we could do to take action towards our policies. Before the town hall meeting started I was very nervous, but the discussion was not intimidating at all as it was in groups, lead mainly by the mediators. ","There are so many more issues when it comes to reproductive health besides abortion rights. I had been so focused on abortion rights that I almost forgot about the other reproductive health issues. My biggest takeaway was that we need more sex education in the classroom when we are younger. The neglect to educate young students on this topic will cause them to be uneducated about sex, STIs, and reproductive health as a whole. ","Social media for digital advocacy,Petition,Organize a public demonstration","Lobbying government officials,A letter to a government official",Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,More seating at the tables that we visited at the end. Nothing I would really change though. ,I took a Town Hall Section of POLS 155 honestly because I was dropped from my previously enrolled POLS 155 class and I had to re-enroll. 
4/9/2023 20:16,4/9/2023 20:19,IP Address,132.241.174.106,100,179,TRUE,4/9/2023 20:19,R_12brZQyr5qsx0eM,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11449933,11449933,Housing and Homelessness Policy,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,It was just an assignment I had to do.,That a lot of people have similar ideas.,"Write a letter to the editor,Petition,Organize a public demonstration",Social media for digital advocacy,Neutral,Agree,Neutral,Neutral,Agree,Neutral,Agree,Neutral,Agree,nothing,I had to
4/9/2023 20:38,4/9/2023 20:43,IP Address,132.241.174.118,100,313,TRUE,4/9/2023 20:43,R_wKO0Hnig0DX9Dyx,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11488322,11488322,Housing and Homelessness Policy,Agree,Agree,Agree,Strongly Agree,Agree,Disagree,It was really nice to chat with community members. ,It is really hard to find a single solution for homelessness because there are so many aspects.,"Lobbying government officials,Petition,Organize a public demonstration",A letter to a government official,Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,Neutral,It could be shorter. We ran out of things to say.,Not sure
4/7/2023 10:11,4/9/2023 20:49,IP Address,98.208.20.83,100,211069,TRUE,4/9/2023 20:49,R_1lcqweM84cMbChf,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11638914,11638914,LGBTQIA+ Policy,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,The meeting meant that different minds were able to come together to come up with ideas and come to mutual agreement/,"That in some cases, being politically active is an okay thing and taking action is a perfect thing to do to help communities around the country.","Write a letter to the editor,Social media for digital advocacy,Organize a public demonstration","Lobbying government officials,Petition,A letter to a government official",Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Try hearing from other communities that might have done it before and more preparation for the event in question.,Because it was part of the requirement for the class.
4/9/2023 21:10,4/9/2023 21:15,IP Address,207.231.72.252,100,304,TRUE,4/9/2023 21:15,R_1f9txV1i1DchaeI,,,,,38.892,-120.9794,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11700027,11700027,Cost of Living and Poverty Policy,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"I didn't know what to expect, but it was very meaningful because everyone was able to speak their voice and learn more when talking in a group. ",That policy issues are much better to attack with a group of people. ,"Social media for digital advocacy,Elect supportive public officials,A letter to a government official","Lobbying government officials,Organize a public demonstration",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,I don't think I could organize it any better than you guys did!,Seemed interesting and interactive. 
4/9/2023 21:26,4/9/2023 21:33,IP Address,98.255.115.118,100,444,TRUE,4/9/2023 21:33,R_2Ez5uK8VggNogUb,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,10988615,10988615,Reproductive Health Policy,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,I was exited for my town hall because we had been preparing ourselves by learning about the topic as well as writing papers on the subject,"Reproductive Health policy is an issue everywhere and things need to be changed, one thing that I accidentally looked past was financial situation effecting peoples ability for reproductive health care and treatments.","Social media for digital advocacy,Elect supportive public officials,A letter to a government official",Lobbying government officials,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,"One thing that I would change is having a bigger discussion room because, my topic was reproductive health policy and we all ended up being for women's rights and reproductive freedoms, but it would have been nice to hear what people on the other side have to say.",This class fit into my schedule.
4/9/2023 21:31,4/9/2023 21:38,IP Address,132.241.174.177,100,406,TRUE,4/9/2023 21:38,R_2yemCo0oUYBnCxd,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,10996506,10996506,LGBTQIA+ Policy,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,At first I won't lie I was not looking forward to it. All of the research and stuff was just frustrating me but when the THM was happening I felt the opposite. It was nice to talk about a subject I'm passionate about with others who are passionate about it too. Although I dreaded the work I feel like the THM was a great experience.,I realized there are people out there that think the same way I do and it was nice to connect with them on a more professional level.,"Social media for digital advocacy,Organize a public demonstration,A letter to a government official",Petition,Neutral,Strongly Agree,Disagree,Agree,Neutral,Strongly Agree,Neutral,Agree,Neutral,I wouldn't say much needs to be improved. Just more motivation from the professor and TA's before the THM and more inducing excitement would have really pushed me to be more excited about it. ,Honestly didn't realize there was going to be the THM. I just signed up for the course because it is a requirement.
4/9/2023 22:42,4/9/2023 22:44,IP Address,73.90.75.148,100,149,TRUE,4/9/2023 22:44,R_2pKXvkjZN63EOxT,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11044775,11044775,Drug Policy,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,it was a great way to gain insight on all other students research,that the best way to make change is start local,"Write a letter to the editor,Petition,Organize a public demonstration","Lobbying government officials,Social media for digital advocacy,A letter to a government official",Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,"it seemed to have run super smooth, no complaints!",it seemed like a new way to learn
4/9/2023 22:29,4/9/2023 22:50,IP Address,132.241.174.68,100,1290,TRUE,4/9/2023 22:50,R_1Ow7k7szfDzrFv7,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11471474,11471474,Housing and Homelessness Policy,Agree,Agree,Agree,Agree,Agree,Agree,The town hall allowed me to see the true purpose of what we were doing with our town hall papers and how they are effective in a discussion.,"There is more than one issue that you have to take into account when thinking about housing and homelessness  like where funding for basic things needed to help are going to come from, for example phsciatric care for patients with mental health and substance abuse.","Lobbying government officials,Petition,Elect supportive public officials",Petition,Neutral,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Neutral,"The length of Town Hall meeting could be improved, also letting students know what is going to happen at Town Hall meeting so that they can better prepare.",I took POLS 155 because it was a required course on my plan.
4/9/2023 23:05,4/9/2023 23:11,IP Address,132.241.174.52,100,336,TRUE,4/9/2023 23:11,R_2se8ks2fZI5n22B,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11424661,11424661,Reproductive Health Policy,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,It opened my eyes to others ideas on the topic,That there is only so much protesting that one can do before taking action through the government ,"Lobbying government officials,Petition,A letter to a government official",Social media for digital advocacy,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,,I was not aware that this was apart of the class
4/9/2023 23:52,4/9/2023 23:56,IP Address,132.241.174.73,100,229,TRUE,4/9/2023 23:56,R_27POWytZPwGYpEj,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11411297,11411297,Reproductive Health Policy,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,I enjoyed talking to peers in a concept we were passionate about,"not sure, I learned so much","Lobbying government officials,Social media for digital advocacy,Organize a public demonstration",Write a letter to the editor,Agree,Agree,Agree,Agree,Neutral,Neutral,Agree,Agree,Strongly Agree,It went really well,My friends recommended it 
4/9/2023 23:58,4/10/2023 0:05,IP Address,76.105.31.216,100,381,TRUE,4/10/2023 0:05,R_1I4Lmfz1FcoKkb6,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11780432,11780432,Reproductive Health Policy,Agree,Disagree,Disagree,Strongly Agree,Agree,Disagree,"It was an important topic to learn about, but I am not passionate about political action as many of the people were.","I did not feel like I learned that much from my group overall, there were several people unprepared or less informed on the topic. It made discussion difficult when I was the only one that completed it fully.","Lobbying government officials,Social media for digital advocacy,Elect supportive public officials","Petition,Organize a public demonstration",Disagree,Agree,Agree,Disagree,Neutral,Neutral,Neutral,Disagree,Agree,"Students should be required to do all writing, it makes it difficult when someone hasn't done the essays.",Requirement.
