Start Date,End Date,Response Type,IP Address,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Recipient Last Name,Recipient First Name,Recipient Email,External Data Reference,Location Latitude,Location Longitude,Distribution Channel,User Language,"Town Hall Survey

Informed Consent


Hello Chico Student:


The following online survey is part of an important university study on how to improve students' experiences at the Town Hall Meeting. It will take approximately 5-10 minutes to complete.






















Taking part in this research is completely voluntary. If you choose to participate in this research, it is very important that you answer the questions as thoughtfully and frankly as possible. All your answers will be kept strictly confidential. You can stop participating at any time without penalty to your grade.
We would also like to emphasize that you will NOT be penalized if you choose to omit answers to some questions on the survey. To record your answers, you must proceed all the way through the end of the survey, even if you choose to omit answers to some questions. In addition, proceeding to the very end of the survey will remove any survey response information from the screen on your computer/device, protecting your privacy. 


Your student ID is being collected so we can match your responses to other important university programs (U-Course, Town Hall Meeting, Great Debate) and demographic information. IDs may be used for statistical analysis alongside other data such a GPA, retention, and graduation rates. Again, your answers are strictly confidential, and we are bound by rules of this University to maintain this confidentiality. Your information collected as part of this research will be stored on a password protected computer in a locked office within the First-Experience Program office and on a protected server that is located behind a secure firewall at the University Office for Institutional Research. You must be 18-years of age or older to take this survey.


Thank you for filling out this survey as completely and honestly as you can. We are asking you to do this because we value your experience and ideas about how to improve students' experiences here at Chico State.


If you'd like more information about this project, contact the First-Year Experience Program office at fye@csuchico.edu or (530) 898-3705.",Please enter your student ID number. 9 digit number on your student ID. Make sure this is correct to get credit for the survey.,Please re-enter your student ID number. 9 digit number on your student ID. Make sure this is correct to get credit for the survey.,What was your policy area or expertise?,The moderators effectively facilitated the discussion.,"The
students seemed well prepared for the discussion.","The
discussion among all participants was productive.","The consultants contributed effectively to
the conversation.","The
Town Hall Meeting is useful for sharing student ideas and involving campus and
community members in a discussion of those ideas.","I
would recommend the Town Hall Meeting next semester to others.",What did the Town Hall Meeting mean to you?,What could be improved to make the Town Hall Meeting better?,Why did you take a Town Hall Section of POLS 155?
11/4/2022 10:43,11/4/2022 10:46,IP Address,76.127.70.147,100,141,TRUE,11/4/2022 10:46,R_3GiXjcPC8sb0bZG,,,,,39.7272,-121.8129,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,10916335,10916335,Housing and Homelessness Policy,Strongly Agree,Agree,Agree,Agree,Agree,Agree,,more efficient entry,it was the only section that worked within my schedule 
11/4/2022 10:44,11/4/2022 10:46,IP Address,76.20.119.111,100,136,TRUE,11/4/2022 10:46,R_r7iK301N2AtSfzH,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,10990526,10990526,Drug Policy,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Having a stance in the community ,Better organization with timing and getting people in ,I was interested in writing about a topic that means something to me and be able to share with others
11/4/2022 10:43,11/4/2022 10:46,IP Address,76.137.181.105,100,207,TRUE,11/4/2022 10:46,R_1nVAP0BI2QsTzNZ,,,,,39.7272,-121.8129,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,10978813,10978813,Immigration Policy,Agree,Agree,Strongly Agree,Agree,Agree,Strongly disagree,I was not a fan of it ,Shorten the time of it,It’s required to pass 
11/4/2022 10:43,11/4/2022 10:47,IP Address,73.12.180.58,100,273,TRUE,11/4/2022 10:47,R_1jIGUBJsAfi7IXo,,,,,39.8068,-121.867,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,10976668,10976668,Reproductive Health Policy,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,"It was a fun opportunity to hear what other students focused on in my policy area and proposed solutions, as well as how similar some of the more seemingly different topics were",A more efficient way of getting students checked in would be great. Stood in the cold for an hour waiting in line to get my name tag and it gave me low hopes about town hall itself ,I did not know there was a difference between some classes taking town hall and not. Took the class because it fit with my schedule without realizing town hall was a thing.
11/4/2022 10:42,11/4/2022 10:48,IP Address,104.60.206.100,100,312,TRUE,11/4/2022 10:48,R_URczdOCx5Kfgqjf,,,,,39.7272,-121.8129,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11363899,11363899,Healthcare Policy,Strongly Agree,Agree,Agree,Strongly Agree,Disagree,Disagree,,,"Because POLS 155 is a required GE class, and I was not aware that there was a POLS 155 section without Town Hall."
11/4/2022 10:43,11/4/2022 10:48,IP Address,132.241.174.34,100,306,TRUE,11/4/2022 10:48,R_1imy9pHjQVP4ULC,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11348494,11348494,Drug Policy,Strongly Agree,Agree,Agree,Agree,Agree,Agree,"It meant sharing a different view of the same passion with other students, and helping each other see those views to help us as we go further with these passions",Quicker check in system,Because I thought that attending a town hall meeting would be interesting and a good use of time to gain knowledge
11/4/2022 10:48,11/4/2022 10:52,IP Address,98.255.112.197,100,234,TRUE,11/4/2022 10:52,R_5tOeGXxU6zdxLwt,,,,,39.8068,-121.867,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11150634,11150634,Climate Change and Environmental Policy,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Telling my ideas.,More rooms because it was crowded,I didn’t know what a town hall meeting was so I thought to just take it.
11/4/2022 10:44,11/4/2022 10:53,IP Address,172.58.32.73,100,533,TRUE,11/4/2022 10:53,R_1o4HPcyEnj1HNsI,,,,,37.7585,-122.1856,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11001628,11001628,Reproductive Health Policy,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,i felt it was a place where likeminded students could share how they felt about a certain topic in a professional manner ,how long the event was and the rush it had. i felt as though the intro ceremony was nice but not necessary. ,it was my GE requirement and it seemed more interesting 
11/4/2022 10:50,11/4/2022 10:54,IP Address,98.208.17.110,100,231,TRUE,11/4/2022 10:54,R_1pKFZGBbBKcey4F,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,10401041,10401041,Drug Policy,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,,"I would say better preparation on the organizer’s end, as everyone in my breakout room did not have the same worksheet as everyone else did. We were told they ran out of copies.",
11/4/2022 10:49,11/4/2022 10:54,IP Address,73.220.195.190,100,275,TRUE,11/4/2022 10:54,R_1JPxspISvQ82VdD,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,10647495,10647495,Housing and Homelessness Policy,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,I learned a lot from the activity as well as the assignment throughout the semester. It exposed me to bigger questions within the topic and got me to think as someone who is capable of change. ,"More lines for check in so it's faster and easier. More direction as to what's happening 
more tables for discussion ",i thought it could be a fun project that i was looking forward to 
11/4/2022 10:45,11/4/2022 10:56,IP Address,132.241.174.36,100,666,TRUE,11/4/2022 10:56,R_3qwJupT8WG6CP7Z,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,10974952,10974952,Cost of Living and Poverty Policy,Agree,Agree,Agree,Agree,Agree,Agree,,,
11/4/2022 10:51,11/4/2022 10:59,IP Address,132.241.174.153,100,490,TRUE,11/4/2022 10:59,R_3CSZSc3kYRwbR4B,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11521914,11521914,Climate Change and Environmental Policy,Agree,Agree,Agree,Agree,Agree,Agree,It meant that I could talk about important issues to others and find a way to contribute to the community in a meaningful way,I think it took an unnecessary amount of time. Maybe shortening the breakout rooms would help,"I liked the idea of actively being able to participate. In other classes we learn about these topics (such as climate change) but we don’t discuss any ways that we, as student could do to help. The idea of being able to do that struck out to me, which is why I took this course "
11/4/2022 10:58,11/4/2022 11:09,IP Address,132.241.174.138,100,666,TRUE,11/4/2022 11:09,R_3iUXZFA6UL4LcGo,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11097607,11097607,Reproductive Health Policy,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Town hall was a way for me to learn about a policy problem and how we can find ways to change that. It was also a way for me to connect with other students and hear them about their policy problem and what they could do to make it better. ,Students should be more open and talk about their policies problem rather than having the people in charge initiate the conversation. ,"I took it because it was a requirement for the class, but I also went because it was a way for me to connect with other students to learn about their policy issues and how we can solve them. "
11/4/2022 11:10,11/4/2022 11:13,IP Address,132.241.174.17,100,157,TRUE,11/4/2022 11:13,R_31NPcDBumxEodio,,,,,39.7458,-121.8444,anonymous,EN,I do not agree to take this survey.,11494939,11494939,Criminal Justice Policy,Agree,Agree,Agree,Agree,Agree,Disagree,Got to learn new perspectives.,Inform us more on what it's like beforehand,because it's part of the class
11/4/2022 11:15,11/4/2022 11:19,IP Address,132.241.174.193,100,216,TRUE,11/4/2022 11:19,R_rrNXqvJfwnoZ2tX,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11369086,11369086,Climate Change and Environmental Policy,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,It was interesting to talk through issues I care about with my peers and see how people with more knowledge on the subject feel about different solutions.,"More tables during the symposium, there was a lot of waiting around then because all the tables were full and we couldn’t join until a session was done, which made it take much longer to complete.",I didn’t know there was a no Town Hall option for the class.
11/4/2022 11:23,11/4/2022 11:26,IP Address,132.241.174.223,100,179,TRUE,11/4/2022 11:26,R_1l0OrmHsQOYK7Vg,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11416965,11416965,Housing and Homelessness Policy,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,It gave me a chance to express ideas that I have for this issue and it felt like I was actually able to change something.,I think that the registration could be a little more organized. ,I took this course because it's something that I don't have a lot of knowledge about and I wanted to learn more.
11/4/2022 11:27,11/4/2022 11:29,IP Address,107.127.14.79,100,146,TRUE,11/4/2022 11:29,R_1oFOHxgF5PQwbMy,,,,,37.6736,-122.0944,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11402587,11402587,Healthcare Policy,Agree,Agree,Agree,Agree,Agree,Disagree,It was nice and I learned a lot,There were to many people and it was overwhelming ,It is a requirement to graduate 
11/4/2022 11:31,11/4/2022 11:35,IP Address,98.208.18.149,100,250,TRUE,11/4/2022 11:35,R_A4eXVxxsfpxlqgN,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11582715,11582715,Healthcare Policy,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,"It allowed me to learn how someone could propose a possible policy and what could either help pass it, or could become an obstacle.",Maybe the waiting to get check in,I was interested in the way government worked and it was also part of the GE requirements 
11/4/2022 11:51,11/4/2022 11:54,IP Address,132.241.174.184,100,133,TRUE,11/4/2022 11:54,R_22R333zySgdSaW4,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11173904,11173904,Climate Change and Environmental Policy,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,It meant to me gathering information on important topics in the world and how our generation can solve those problems ,Better time management ,Thought it would be cool
11/4/2022 11:49,11/4/2022 11:56,IP Address,104.28.123.165,100,398,TRUE,11/4/2022 11:56,R_3iQgZuEiN407rVD,,,,,38.581,-121.4939,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11406448,11406448,Criminal Justice Policy,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,I think it was a good way to share to listen to what others had to say about my policy,I think trying to get our name tag could’ve been better and more efficient,Because it’s required
11/4/2022 10:47,11/4/2022 11:58,IP Address,174.193.48.218,100,4268,TRUE,11/4/2022 11:58,R_tYD4jdDIZueIwFj,,,,,38.6415,-121.5114,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11064860,11064860,Cost of Living and Poverty Policy,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,The Town Hall Meeting to me means the collaborative efforts of a group of students to help better out communities and make them more livable for us and all future generations. ,"More efficiency when signing people in, moving quicker along with things, and maybe not having it so late because it really affects with people who commute and peoples schedules. ",I have to take it and it sounded fun.
11/4/2022 12:00,11/4/2022 12:03,IP Address,132.241.174.187,100,137,TRUE,11/4/2022 12:03,R_T5xn0l7icSjc5P3,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11577424,11577424,Cost of Living and Poverty Policy,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,The best ways to improve our policy,Faster process to get everyone in,I figured it would be a good opportunity to learn more about these topics
11/4/2022 12:07,11/4/2022 12:10,IP Address,73.220.199.160,100,229,TRUE,11/4/2022 12:10,R_erhzoos9Tk9jV3H,,,,,39.7272,-121.8129,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11359427,11359427,Reproductive Health Policy,Strongly Agree,Agree,Agree,Strongly Agree,Disagree,Disagree,It was an interesting experience where I could discuss some ideas with my peers. ,Having more check in booths and allocating more time to check everyone in on the schedule ,"I am required to take POLS155 and decided it would be good to do it my first semester, i did not know what town hall was when signing up"
11/4/2022 12:15,11/4/2022 12:17,IP Address,132.241.174.93,100,118,TRUE,11/4/2022 12:17,R_plym4GlNlOTnAA1,,,,,39.7272,-121.8129,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11544833,11544833,Reproductive Health Policy,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,It exposed me to resources and helped me realize how I was able to take action.,Faster entrance ,8t was recommended to me
11/4/2022 12:16,11/4/2022 12:19,IP Address,132.241.174.143,100,195,TRUE,11/4/2022 12:19,R_1rJOqxcOB3XV3O1,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11388352,11388352,Healthcare Policy,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,It was a very informative and interesting event that was very unlike anything else I had ever done before. Along with that it was nice to be able to choose the policy I wanted to target and then listen to an expert in the field talk to me about first hand knowledge that I was not able to have. ,Check in took awhile and it slowed down the process and we had to shorten it because of that. Other than that It was great. ,To be honest I didn't know you had the choice.
11/4/2022 12:18,11/4/2022 12:20,IP Address,172.58.44.112,100,112,TRUE,11/4/2022 12:20,R_2w4eYPGUGKQpJoR,,,,,47.6034,-122.3414,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11369697,11369697,Firearm Policy,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,The town hall meeting allowed for me to see other people’s opinions on topics without it getting heated and leading to nowhere. ,More snacks,It was a GE requirement 
11/4/2022 12:10,11/4/2022 12:21,IP Address,132.241.174.7,100,663,TRUE,11/4/2022 12:21,R_3MuNKJBgMZngL7i,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11549929,11549929,Criminal Justice Policy,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Town Hall Meeting gave me a space to share out my policy that I've spent time and energy into. My project meant a lot to me and being able to share that with others was special. ,"I understand we haven't had a Town Hall Meeting in person in a while but I would tweak just a few things. I think check in should go by last name by times. For example A-L would come at 5, M-Z at 5:30 but have a q-r code where students can check in on their phones, then once they are checked in, they go to their TA to get a name tag and seated in the auditorium. Another thing I would tweak is the explanation of it all. Have a short period of time where everything is explained in detail so students know.","Honestly, I didn't know it was a thing, I just took a POLS 155 class and realized we did Town Hall. After, I thought it was really cool to have this type of thing."
11/4/2022 12:18,11/4/2022 12:21,IP Address,172.58.36.219,100,177,TRUE,11/4/2022 12:21,R_2VwiA1EoVmgAjlL,,,,,38.4799,-121.4451,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11386142,11386142,Criminal Justice Policy,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,It was a chance for me to talk to people who have experience in my policy and being able to hear there thoughts ,More snacks ,Because it was required for American government 
11/4/2022 12:20,11/4/2022 12:22,IP Address,104.28.123.166,100,119,TRUE,11/4/2022 12:22,R_27JLVU3oAst9xVb,,,,,38.581,-121.4939,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11023598,11023598,Drug Policy,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,It was fun.,Make it shorter,It’s required 
11/4/2022 12:19,11/4/2022 12:22,IP Address,132.241.174.187,100,186,TRUE,11/4/2022 12:22,R_e5uG8eJYl5Xy3Kh,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11458942,11458942,Climate Change and Environmental Policy,Disagree,Agree,Disagree,Disagree,Agree,Agree,It meant communicating and being an active member of society.,"The cookies, the moderators, the consultants, and the organization of town hall. ",It is part of my grade
11/4/2022 12:18,11/4/2022 12:22,IP Address,132.241.174.191,100,216,TRUE,11/4/2022 12:22,R_2ttDxIwWjTWTG8S,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,8784829,8784829,Reproductive Health Policy,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,,I honestly thought town hall was very well organized but obviously the check in could have gone a little faster. ,I thought the method of us actually learning about something we care about and doing a in person discussion was very effective rather than reading out of a textbook and writing a paper . 
11/4/2022 12:19,11/4/2022 12:22,IP Address,73.220.194.19,100,202,TRUE,11/4/2022 12:22,R_1LNb0UaM7gnY94h,,,,,39.8068,-121.867,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,10983077,10983077,Drug Policy,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,The Town Hall Meeting showed me that I am capable of communicating my thoughts and ideas in a productive way and made me feel a lot more confident in myself. ,It could have been better organized because it took a longer time than anyone realized to get people inside.,It was required for my GE class but I am very interested in the topic.
11/4/2022 12:19,11/4/2022 12:22,IP Address,132.241.174.91,100,190,TRUE,11/4/2022 12:22,R_1DD8t77jaxFSgq0,,,,,39.7272,-121.8129,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11398921,11398921,Criminal Justice Policy,Agree,Agree,Agree,Agree,Agree,Agree,It meant being able to share ideas with others who are interested in the same topic.,The overall organization could be improved and explaining more about each part before getting there,I enjoyed getting to write a policy and research a topic I'm interested in
11/4/2022 12:20,11/4/2022 12:22,IP Address,172.58.39.5,100,144,TRUE,11/4/2022 12:22,R_2wtPFdVr6qaoVux,,,,,38.6639,-121.3388,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11194080,11194080,Housing and Homelessness Policy,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,,
11/4/2022 12:19,11/4/2022 12:23,IP Address,132.241.174.64,100,216,TRUE,11/4/2022 12:23,R_3qkzTgAgAFfKTpi,,,,,39.7272,-121.8129,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11338939,11338939,Drug Policy,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"At first, I was pissed I had to be there. By the end of the day I was able to network with retired members in my field of interest and learned a ton about my policy area. ",Develop a digital sign-in similar to Arkaive.. Save time,It is mandatory 
11/4/2022 12:21,11/4/2022 12:23,IP Address,67.166.157.95,100,152,TRUE,11/4/2022 12:23,R_2ZTwcJxMNi92NqM,,,,,39.8068,-121.867,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11170758,11170758,Climate Change and Environmental Policy,Strongly Agree,Agree,Agree,Agree,Agree,Agree,"It meant that I not only got to share my solutions and policy problems, I also get to hear the ideas and solutions of others. ",I think it was just the checking in that took a while. Maybe more than 2 lines that way everybody gets checked in quicker.,I thought it would be interesting.
11/4/2022 12:21,11/4/2022 12:24,IP Address,98.208.45.73,100,148,TRUE,11/4/2022 12:24,R_1mlP6Ob8mfWbGl1,,,,,39.8068,-121.867,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,10696609,10696609,Cost of Living and Poverty Policy,Agree,Disagree,Disagree,Agree,Agree,Agree,It was cool to see people be excited about changing the world mostly for the better ,Make the students come more prepared or have a better conversation dynamic,Because I needed it for GE credit
11/4/2022 12:21,11/4/2022 12:24,IP Address,132.241.174.96,100,164,TRUE,11/4/2022 12:24,R_elH7r7nXnPswvux,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,8357948,8357948,Cost of Living and Poverty Policy,Agree,Agree,Agree,Agree,Agree,Agree,Passing the class,Better organization getting students checked in to the event,It worked best for my schedule this semester. 
11/4/2022 12:18,11/4/2022 12:24,IP Address,132.241.174.192,100,369,TRUE,11/4/2022 12:24,R_3DubCKG2VlJ2tqI,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11506223,11506223,Housing and Homelessness Policy,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Town hall was a place to share ideas about our topics,The lines to get in,Because it was a GE that was mandatory to take
11/4/2022 12:20,11/4/2022 12:25,IP Address,132.241.174.164,100,267,TRUE,11/4/2022 12:25,R_b96lA5tihsryNdT,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11415535,11415535,Criminal Justice Policy,Strongly Agree,Agree,Agree,Disagree,Strongly Agree,Strongly Agree,"It meant recognizing and connecting with other outside of just the university students. We got to understand the profession on justice In the system from someone who’s been in the police department for many years, giving us outside information. ","As for criminal justice, we should have more resources and persons of the police department for the break out sessions because not everyone got a chance to talk with the Lieutenant","I took it to understand the inside of government and what is actually the purpose to some of these rules, amendments and regulations. "
11/4/2022 12:23,11/4/2022 12:25,IP Address,132.241.174.38,100,147,TRUE,11/4/2022 12:25,R_1i5ttkzlHjzeXiy,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11447203,11447203,Housing and Homelessness Policy,Agree,Agree,Agree,Agree,Agree,Agree,Nothing really important ,Get it started on time,I didn’t know I had a choice to be honest 
11/4/2022 12:21,11/4/2022 12:25,IP Address,132.241.174.176,100,281,TRUE,11/4/2022 12:25,R_OxRvOIGR1a34Dyp,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,10816027,10816027,Firearm Policy,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,The Town Hall Meeting meant more than I could imagine. I had the pleasure of hearing other people’s experiences and their stories and their different views on firearms. ,"Nothing, it was perfect. ",I took Town Hall section of POLS 155 because it was a requirement to graduate. 
11/4/2022 12:20,11/4/2022 12:25,IP Address,132.241.174.167,100,310,TRUE,11/4/2022 12:25,R_2E3LzWKYmUCStaY,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11492755,11492755,"Food, Agriculture, and Animal Policy",Strongly Agree,Agree,Agree,Agree,Agree,Agree,I got to meet a lot of people who had the same topic as me,Be more organized ,Required to do so
11/4/2022 12:18,11/4/2022 12:26,IP Address,132.241.174.10,100,469,TRUE,11/4/2022 12:26,R_3JwmgRHSo56yIlg,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11443186,11443186,Higher Education Policy,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,It gave me more information about my topic and how I could get my policy heard and how to avoid obstacles that my policy may have.,"More space and more signs directing us where to go because there were no signs directing us what check in line to get into. For the action symposium, there needs to be more space and what should happen is people constantly rotating around stations instead of us picking which one to go to and it should be timed so it’s constantly moving and there is no confusion. ","I didn’t really have a choice, I just got put into the class but it was an interesting experience so I don’t regret taking it."
11/4/2022 12:24,11/4/2022 12:27,IP Address,172.58.37.105,100,148,TRUE,11/4/2022 12:27,R_11hGamoA8w1b5zL,,,,,38.5824,-121.3736,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11391329,11391329,Immigration Policy,Strongly Agree,Agree,Agree,Agree,Agree,Agree,It meant to me the understanding of other perspectives. ,not sure? i liked how it was ,it sounded interesting.
11/4/2022 12:20,11/4/2022 12:27,IP Address,132.241.174.163,100,429,TRUE,11/4/2022 12:27,R_2zpTJauoXxtKhfs,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11546146,11546146,Cost of Living and Poverty Policy,Disagree,Agree,Agree,Disagree,Agree,Disagree,I was able to talk about the policy area I was in and hear my peer’s beliefs,"The wait before the even went on much longer than the schedule stated and none of us were told the lines were alphabetical so several of us had to switch lines. This led to us having to wait much longer despite getting the the event earlier since the time in the wrong line was unproductive. Additionally, in breakout rooms the conversations were somewhat surface level since the manner of group discussion (for me at least) was not all that related to what I researched since they created three sub groups and my policy solution didn’t fit into them",I wanted to be able to do research and see what other students discovered 
11/4/2022 12:24,11/4/2022 12:28,IP Address,174.208.163.127,100,241,TRUE,11/4/2022 12:28,R_YPvmusr2AxoVLln,,,,,38.6106,-121.2789,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11118810,11118810,Reproductive Health Policy,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"It was a place where I felt safe to share my opinions and supported, which was very nice as someone who lives and spends most of their time with boys.","Maybe more organization at the beginning, it was very hard to tell where the lines were and for which letters.",To be completely honest I had no clue there were non-Town Hall sections but it was fun so I don’t have any regrets
11/4/2022 12:20,11/4/2022 12:29,IP Address,76.114.57.12,100,497,TRUE,11/4/2022 12:29,R_27PcXhWzRw9pA1n,,,,,39.7272,-121.8129,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11160670,11160670,Climate Change and Environmental Policy,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,I was very nervous at first and my heart was beating like crazy when the consultant went around the room asking for everyone’s policy problem/solution. I then calmed down when we went into subgroups. Everyone had really great policy problems and solutions and everyone asked such great questions! I was able to really get to know how everyone felt about their policy and I really enjoyed being able to talk about my problem and how personal it was to me and figuring out ways I can reach out to a government official to get answers and how I can solve my problem. ,"I think if we split the groups up more, it was a bit nerve racking being in a classroom with so many students. Also standing in like took awhile but it went by fast when I found someone to talk to. ",I heard a lot of really great things about Professor Thomas and I wanted to take the section with Town Hall because everyone said he loves Town Hall and I knew he puts his time and effort into it. It’s a successful event and I wanted to be a part of it! 
11/4/2022 12:20,11/4/2022 12:29,IP Address,174.193.52.97,100,503,TRUE,11/4/2022 12:29,R_qD9Osq2Vqyme0V3,,,,,38.4819,-121.4024,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,10919364,10919364,Healthcare Policy,Strongly Agree,Agree,Agree,Agree,Agree,Agree,A way to meet people face to face ,"Create a better process for lines: 
-whether you have lines for each TA
-organize each last name in a folder for easy lookup
- have more lines with less last names
-have separate areas for check in depending on last name

Split the action symposium into 2 groups where 
Group 1 breaks out into their topics 
while 
Group 2 does the action symposium 
then 
they rotate ",Had no idea i signed up for the town hall version 
11/4/2022 12:26,11/4/2022 12:29,IP Address,50.216.25.74,100,156,TRUE,11/4/2022 12:29,R_1i8VFynodjZACeH,,,,,39.7272,-121.8129,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11028564,11028564,Healthcare Policy,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,It was nice being able to talk to people about these social issues and see their perspective on the same topics I had. It allowed me the opportunity to be able to see things differently,I will say that the check in at the beginning was disorganized especially with the line up as that ended up being the reason why the town hall started later than it should of been.,"To be honest, it was GE I needed to complete."
11/4/2022 12:26,11/4/2022 12:30,IP Address,172.226.36.28,100,223,TRUE,11/4/2022 12:30,R_3MPw8szajdeQcGc,,,,,37.1835,-121.7714,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11666305,11666305,Firearm Policy,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,I was able to present a problem and solution to multiple people who are also talking about the same topic. It was cool to share ideas and what we think.,Not running late,To pass this class
