ResponseID,Semester,Year,Term,StudentID,PolicyArea,Question_Column,Question_Short,Response_Text,Response_Length,Word_Count,Original_Row_Index,Question_Category,Response_Text_Clean,Dataset,Date_Extracted,Sentence_Count,Avg_Word_Length
Fall_2022_172,Fall_2022,2022,Fall,,,Why did you take a Town Hall Section of POLS 155?,Why did you take a Town Hall Section of POLS 155?,"It’s apart of my GE’s, and seemed like an interesting class.",60,11,172,Motivation,its apart of my ges and seemed like an interesting class,THM_All_Semesters,2026-02-11 15:44:00.160575,2,5.45
Fall_2022_174,Fall_2022,2022,Fall,,,Why did you take a Town Hall Section of POLS 155?,Why did you take a Town Hall Section of POLS 155?,I took this class because it was recommended to me and I was intrigued by the experience. I would like to thank everyone involved and everyone that made this possible.,167,30,174,Motivation,i took this class because it was recommended to me and i was intrigued by the experience i would like to thank everyone involved and everyone that made this possible,THM_All_Semesters,2026-02-11 15:44:00.160575,3,5.57
Fall_2022_176,Fall_2022,2022,Fall,,,Why did you take a Town Hall Section of POLS 155?,Why did you take a Town Hall Section of POLS 155?,To get a better understanding of the policies and how they work.,64,12,176,Motivation,to get a better understanding of the policies and how they work,THM_All_Semesters,2026-02-11 15:44:00.160575,2,5.33
Fall_2022_177,Fall_2022,2022,Fall,,,Why did you take a Town Hall Section of POLS 155?,Why did you take a Town Hall Section of POLS 155?,I had to for my grad requirement,32,7,177,Motivation,i had to for my grad requirement,THM_All_Semesters,2026-02-11 15:44:00.160575,1,4.57
Fall_2022_178,Fall_2022,2022,Fall,,,Why did you take a Town Hall Section of POLS 155?,Why did you take a Town Hall Section of POLS 155?,"Honestly, I did not know what I was signing up for, but I prefer a class that is as interactive as this one in comparison to one that is all just lectures and tests.",165,34,178,Motivation,honestly i did not know what i was signing up for but i prefer a class that is as interactive as this one in comparison to one that is all just lectures and tests,THM_All_Semesters,2026-02-11 15:44:00.160575,2,4.85
Fall_2022_180,Fall_2022,2022,Fall,,,Why did you take a Town Hall Section of POLS 155?,Why did you take a Town Hall Section of POLS 155?,Not only because it was required to pass the class I also thought that it would be fun to interact with students who shared similar ideas and interests as me. Collaborating with others was a fun experience as I got to hear different point of views.,248,46,180,Motivation,not only because it was required to pass the class i also thought that it would be fun to interact with students who shared similar ideas and interests as me collaborating with others was a fun experience as i got to hear different point of views,THM_All_Semesters,2026-02-11 15:44:00.160575,3,5.39
Fall_2022_181,Fall_2022,2022,Fall,,,Why did you take a Town Hall Section of POLS 155?,Why did you take a Town Hall Section of POLS 155?,I took the Town Hall Section of POLS 155 because I wanted to get experience.,76,15,181,Motivation,i took the town hall section of pols 155 because i wanted to get experience,THM_All_Semesters,2026-02-11 15:44:00.160575,2,5.07
Fall_2022_182,Fall_2022,2022,Fall,,,Why did you take a Town Hall Section of POLS 155?,Why did you take a Town Hall Section of POLS 155?,i thought it would be a fun way to learn more about my community and chico as a whole,85,19,182,Motivation,i thought it would be a fun way to learn more about my community and chico as a whole,THM_All_Semesters,2026-02-11 15:44:00.160575,1,4.47
Fall_2022_183,Fall_2022,2022,Fall,,,Why did you take a Town Hall Section of POLS 155?,Why did you take a Town Hall Section of POLS 155?,I thought the town hall would be a great way to share my policy and the solutions I had.,88,19,183,Motivation,i thought the town hall would be a great way to share my policy and the solutions i had,THM_All_Semesters,2026-02-11 15:44:00.160575,2,4.63
Fall_2022_184,Fall_2022,2022,Fall,,,Why did you take a Town Hall Section of POLS 155?,Why did you take a Town Hall Section of POLS 155?,"I heard good things about the structure of the class. I knew that it would be enjoyable and easy to stay on top of my work with the format of the lectures and discussions.,",172,34,184,Motivation,i heard good things about the structure of the class i knew that it would be enjoyable and easy to stay on top of my work with the format of the lectures and discussions,THM_All_Semesters,2026-02-11 15:44:00.160575,3,5.06
Fall_2022_185,Fall_2022,2022,Fall,,,Why did you take a Town Hall Section of POLS 155?,Why did you take a Town Hall Section of POLS 155?,"When signing up for POLS 155, I didn't even realize I signed up for the town hall section.",90,18,185,Motivation,when signing up for pols 155 i didnt even realize i signed up for the town hall section,THM_All_Semesters,2026-02-11 15:44:00.160575,2,5.0
Fall_2022_187,Fall_2022,2022,Fall,,,Why did you take a Town Hall Section of POLS 155?,Why did you take a Town Hall Section of POLS 155?,I took it because I am a Political Science major.,49,10,187,Motivation,i took it because i am a political science major,THM_All_Semesters,2026-02-11 15:44:00.160575,2,4.9
Fall_2022_188,Fall_2022,2022,Fall,,,Why did you take a Town Hall Section of POLS 155?,Why did you take a Town Hall Section of POLS 155?,It was a mandatory class for lower division,43,8,188,Motivation,it was a mandatory class for lower division,THM_All_Semesters,2026-02-11 15:44:00.160575,1,5.38
Fall_2022_189,Fall_2022,2022,Fall,,,Why did you take a Town Hall Section of POLS 155?,Why did you take a Town Hall Section of POLS 155?,"I don't really understand the question
In person...I guess",58,9,189,Motivation,"i dont really understand the question
in personi guess",THM_All_Semesters,2026-02-11 15:44:00.160575,4,6.44
Fall_2022_191,Fall_2022,2022,Fall,,,Why did you take a Town Hall Section of POLS 155?,Why did you take a Town Hall Section of POLS 155?,I honestly didn't realize till the class had started.,53,9,191,Motivation,i honestly didnt realize till the class had started,THM_All_Semesters,2026-02-11 15:44:00.160575,2,5.89
Fall_2022_192,Fall_2022,2022,Fall,,,Why did you take a Town Hall Section of POLS 155?,Why did you take a Town Hall Section of POLS 155?,I needed to take POLS 155 to satisfy the category for American government and Town Hall was a part of the course.,113,22,192,Motivation,i needed to take pols 155 to satisfy the category for american government and town hall was a part of the course,THM_All_Semesters,2026-02-11 15:44:00.160575,2,5.14
Fall_2022_194,Fall_2022,2022,Fall,,,Why did you take a Town Hall Section of POLS 155?,Why did you take a Town Hall Section of POLS 155?,I thought that it would be a great learning experience espically since I am very passionate about the topic I chose.,116,21,194,Motivation,i thought that it would be a great learning experience espically since i am very passionate about the topic i chose,THM_All_Semesters,2026-02-11 15:44:00.160575,2,5.52
Fall_2022_195,Fall_2022,2022,Fall,,,Why did you take a Town Hall Section of POLS 155?,Why did you take a Town Hall Section of POLS 155?,I am interested in what is going on in the world and how the government works so I thought it would be interesting to take a course that included a Town Hall section.,166,33,195,Motivation,i am interested in what is going on in the world and how the government works so i thought it would be interesting to take a course that included a town hall section,THM_All_Semesters,2026-02-11 15:44:00.160575,2,5.03
Fall_2022_197,Fall_2022,2022,Fall,,,Why did you take a Town Hall Section of POLS 155?,Why did you take a Town Hall Section of POLS 155?,"I had to for my GEs, however it ended being a fun class,",56,13,197,Motivation,i had to for my ges however it ended being a fun class,THM_All_Semesters,2026-02-11 15:44:00.160575,1,4.31
Fall_2022_201,Fall_2022,2022,Fall,,,Why did you take a Town Hall Section of POLS 155?,Why did you take a Town Hall Section of POLS 155?,I thought it would be an interesting experience and would help me better understand what POLS 155 is about.,107,19,201,Motivation,i thought it would be an interesting experience and would help me better understand what pols 155 is about,THM_All_Semesters,2026-02-11 15:44:00.160575,2,5.63
Fall_2022_202,Fall_2022,2022,Fall,,,Why did you take a Town Hall Section of POLS 155?,Why did you take a Town Hall Section of POLS 155?,"I didn’t know I did, but it helps create practice for  speaking and debate.",75,14,202,Motivation,i didnt know i did but it helps create practice for  speaking and debate,THM_All_Semesters,2026-02-11 15:44:00.160575,2,5.36
Fall_2022_204,Fall_2022,2022,Fall,,,Why did you take a Town Hall Section of POLS 155?,Why did you take a Town Hall Section of POLS 155?,It was a EG. Also my friends took this class with this teach and said they enjoyed it so i wanted to give it a chance.,118,26,204,Motivation,it was a eg also my friends took this class with this teach and said they enjoyed it so i wanted to give it a chance,THM_All_Semesters,2026-02-11 15:44:00.160575,3,4.54
Fall_2022_205,Fall_2022,2022,Fall,,,Why did you take a Town Hall Section of POLS 155?,Why did you take a Town Hall Section of POLS 155?,So that I was able to experience it for myself,46,10,205,Motivation,so that i was able to experience it for myself,THM_All_Semesters,2026-02-11 15:44:00.160575,1,4.6
Fall_2022_209,Fall_2022,2022,Fall,,,Why did you take a Town Hall Section of POLS 155?,Why did you take a Town Hall Section of POLS 155?,To see what government can do with environmental threats,56,9,209,Motivation,to see what government can do with environmental threats,THM_All_Semesters,2026-02-11 15:44:00.160575,1,6.22
Fall_2022_211,Fall_2022,2022,Fall,,,Why did you take a Town Hall Section of POLS 155?,Why did you take a Town Hall Section of POLS 155?,It's part of the Upper-Level GE making it a requirement,55,10,211,Motivation,its part of the upperlevel ge making it a requirement,THM_All_Semesters,2026-02-11 15:44:00.160575,1,5.5
Fall_2022_212,Fall_2022,2022,Fall,,,Why did you take a Town Hall Section of POLS 155?,Why did you take a Town Hall Section of POLS 155?,"i saw other peoples perspective on psychedelics, mariajuana and other drugs , I wish i got the chance to hear other peoples policy and what they had to offer but overall it was a good experiencce to have. Also I took away how to make my policy be known at a federal level in THM which was great as well.",303,60,212,Motivation,i saw other peoples perspective on psychedelics mariajuana and other drugs  i wish i got the chance to hear other peoples policy and what they had to offer but overall it was a good experiencce to have also i took away how to make my policy be known at a federal level in thm which was great as well,THM_All_Semesters,2026-02-11 15:44:00.160575,3,5.05
Fall_2022_213,Fall_2022,2022,Fall,,,Why did you take a Town Hall Section of POLS 155?,Why did you take a Town Hall Section of POLS 155?,I liked the idea of collaborating and hearing what my peers had to say about things I care about,96,19,213,Motivation,i liked the idea of collaborating and hearing what my peers had to say about things i care about,THM_All_Semesters,2026-02-11 15:44:00.160575,1,5.05
Fall_2022_215,Fall_2022,2022,Fall,,,Why did you take a Town Hall Section of POLS 155?,Why did you take a Town Hall Section of POLS 155?,I was curious on what it was and wanted to see how it would work out.,69,16,215,Motivation,i was curious on what it was and wanted to see how it would work out,THM_All_Semesters,2026-02-11 15:44:00.160575,2,4.31
Fall_2022_216,Fall_2022,2022,Fall,,,Why did you take a Town Hall Section of POLS 155?,Why did you take a Town Hall Section of POLS 155?,I didn't really look into it that much.,39,8,216,Motivation,i didnt really look into it that much,THM_All_Semesters,2026-02-11 15:44:00.160575,2,4.88
Fall_2022_217,Fall_2022,2022,Fall,,,Why did you take a Town Hall Section of POLS 155?,Why did you take a Town Hall Section of POLS 155?,Because I thought that public speaking could be something that I should work on because it is something that I struggle with. So having to create a policy and show it to people in the subject and my peers was a cool aspect that i was looking forward to.,253,49,217,Motivation,because i thought that public speaking could be something that i should work on because it is something that i struggle with so having to create a policy and show it to people in the subject and my peers was a cool aspect that i was looking forward to,THM_All_Semesters,2026-02-11 15:44:00.160575,3,5.16
Fall_2022_218,Fall_2022,2022,Fall,,,Why did you take a Town Hall Section of POLS 155?,Why did you take a Town Hall Section of POLS 155?,I took it because my advisor recommended me to,46,9,218,Motivation,i took it because my advisor recommended me to,THM_All_Semesters,2026-02-11 15:44:00.160575,1,5.11
Fall_2022_220,Fall_2022,2022,Fall,,,Why did you take a Town Hall Section of POLS 155?,Why did you take a Town Hall Section of POLS 155?,It was part of my grade and needed to take this class because it was GE Requirement,83,17,220,Motivation,it was part of my grade and needed to take this class because it was ge requirement,THM_All_Semesters,2026-02-11 15:44:00.160575,1,4.88
Fall_2022_223,Fall_2022,2022,Fall,,,Why did you take a Town Hall Section of POLS 155?,Why did you take a Town Hall Section of POLS 155?,"I honestly didn't know there were sections without it, I thought it was required for all sections.",98,17,223,Motivation,i honestly didnt know there were sections without it i thought it was required for all sections,THM_All_Semesters,2026-02-11 15:44:00.160575,2,5.76
Fall_2022_224,Fall_2022,2022,Fall,,,Why did you take a Town Hall Section of POLS 155?,Why did you take a Town Hall Section of POLS 155?,I heard to do the town hall was more fun than the other sections for pols 155,77,17,224,Motivation,i heard to do the town hall was more fun than the other sections for pols 155,THM_All_Semesters,2026-02-11 15:44:00.160575,1,4.53
Fall_2022_225,Fall_2022,2022,Fall,,,Why did you take a Town Hall Section of POLS 155?,Why did you take a Town Hall Section of POLS 155?,"If I am being honest, I didn't realize I did until I came to class on the first day.",84,19,225,Motivation,if i am being honest i didnt realize i did until i came to class on the first day,THM_All_Semesters,2026-02-11 15:44:00.160575,2,4.42
Fall_2022_226,Fall_2022,2022,Fall,,,Why did you take a Town Hall Section of POLS 155?,Why did you take a Town Hall Section of POLS 155?,Because it looked like an interesting class and I had to.,57,11,226,Motivation,because it looked like an interesting class and i had to,THM_All_Semesters,2026-02-11 15:44:00.160575,2,5.18
Fall_2022_227,Fall_2022,2022,Fall,,,Why did you take a Town Hall Section of POLS 155?,Why did you take a Town Hall Section of POLS 155?,I took it because it was a required course.,43,9,227,Motivation,i took it because it was a required course,THM_All_Semesters,2026-02-11 15:44:00.160575,2,4.78
Fall_2022_228,Fall_2022,2022,Fall,,,Why did you take a Town Hall Section of POLS 155?,Why did you take a Town Hall Section of POLS 155?,Because it was part of the class.,33,7,228,Motivation,because it was part of the class,THM_All_Semesters,2026-02-11 15:44:00.160575,2,4.71
Fall_2022_229,Fall_2022,2022,Fall,,,Why did you take a Town Hall Section of POLS 155?,Why did you take a Town Hall Section of POLS 155?,Because I wanted to further educate myself on a policy area I'm passionate about and be surrounded by others who feel the same.,127,23,229,Motivation,because i wanted to further educate myself on a policy area im passionate about and be surrounded by others who feel the same,THM_All_Semesters,2026-02-11 15:44:00.160575,2,5.52
Fall_2022_230,Fall_2022,2022,Fall,,,Why did you take a Town Hall Section of POLS 155?,Why did you take a Town Hall Section of POLS 155?,I thought that it would be more interesting than just taking a weekly test,74,14,230,Motivation,i thought that it would be more interesting than just taking a weekly test,THM_All_Semesters,2026-02-11 15:44:00.160575,1,5.29
Fall_2022_234,Fall_2022,2022,Fall,,,Why did you take a Town Hall Section of POLS 155?,Why did you take a Town Hall Section of POLS 155?,"It was mandatory as a class I needed to take, so I took it. Applying late, I didn't have very many options for classes, but I was still interested in taking this class regardless, since I am very concerned about I can cast my vote and be heard.",244,48,234,Motivation,it was mandatory as a class i needed to take so i took it applying late i didnt have very many options for classes but i was still interested in taking this class regardless since i am very concerned about i can cast my vote and be heard,THM_All_Semesters,2026-02-11 15:44:00.160575,3,5.08
Fall_2022_235,Fall_2022,2022,Fall,,,Why did you take a Town Hall Section of POLS 155?,Why did you take a Town Hall Section of POLS 155?,I wanted to propose a call to action for abortion rights.,57,11,235,Motivation,i wanted to propose a call to action for abortion rights,THM_All_Semesters,2026-02-11 15:44:00.160575,2,5.18
Fall_2022_236,Fall_2022,2022,Fall,,,Why did you take a Town Hall Section of POLS 155?,Why did you take a Town Hall Section of POLS 155?,It was recommended to me by a student advisor and seemed like a good opportunity.,81,15,236,Motivation,it was recommended to me by a student advisor and seemed like a good opportunity,THM_All_Semesters,2026-02-11 15:44:00.160575,2,5.4
Fall_2022_238,Fall_2022,2022,Fall,,,Why did you take a Town Hall Section of POLS 155?,Why did you take a Town Hall Section of POLS 155?,This was the only section of POLS 155 that matched up with my schedule.,71,14,238,Motivation,this was the only section of pols 155 that matched up with my schedule,THM_All_Semesters,2026-02-11 15:44:00.160575,2,5.07
Fall_2022_239,Fall_2022,2022,Fall,,,Why did you take a Town Hall Section of POLS 155?,Why did you take a Town Hall Section of POLS 155?,I was told to by a upperclassman on orientation.,48,9,239,Motivation,i was told to by a upperclassman on orientation,THM_All_Semesters,2026-02-11 15:44:00.160575,2,5.33
Fall_2022_240,Fall_2022,2022,Fall,,,Why did you take a Town Hall Section of POLS 155?,Why did you take a Town Hall Section of POLS 155?,"To be completely honest, the only reason I took POLS 155 is that it fulfills the general education courses.",107,19,240,Motivation,to be completely honest the only reason i took pols 155 is that it fulfills the general education courses,THM_All_Semesters,2026-02-11 15:44:00.160575,2,5.63
Fall_2022_244,Fall_2022,2022,Fall,,,Why did you take a Town Hall Section of POLS 155?,Why did you take a Town Hall Section of POLS 155?,To get a better understanding of public policy and applying in action.,70,12,244,Motivation,to get a better understanding of public policy and applying in action,THM_All_Semesters,2026-02-11 15:44:00.160575,2,5.83
Fall_2022_245,Fall_2022,2022,Fall,,,Why did you take a Town Hall Section of POLS 155?,Why did you take a Town Hall Section of POLS 155?,I took a Town Hall section of POLS 155 because it was required for my major.,76,16,245,Motivation,i took a town hall section of pols 155 because it was required for my major,THM_All_Semesters,2026-02-11 15:44:00.160575,2,4.75
Fall_2022_246,Fall_2022,2022,Fall,,,Why did you take a Town Hall Section of POLS 155?,Why did you take a Town Hall Section of POLS 155?,Because I wanted to learn about my government in a productive way.,66,12,246,Motivation,because i wanted to learn about my government in a productive way,THM_All_Semesters,2026-02-11 15:44:00.160575,2,5.5
Fall_2022_248,Fall_2022,2022,Fall,,,Why did you take a Town Hall Section of POLS 155?,Why did you take a Town Hall Section of POLS 155?,I had to take this class as a requirement and I honestly thought it'd be interesting to get myself out of my comfort zone.,122,24,248,Motivation,i had to take this class as a requirement and i honestly thought itd be interesting to get myself out of my comfort zone,THM_All_Semesters,2026-02-11 15:44:00.160575,2,5.08
Fall_2022_249,Fall_2022,2022,Fall,,,Why did you take a Town Hall Section of POLS 155?,Why did you take a Town Hall Section of POLS 155?,I took this section without knowing what town hall was but I was excited to find out and overall it was an experience I enjoyed doing.,134,26,249,Motivation,i took this section without knowing what town hall was but i was excited to find out and overall it was an experience i enjoyed doing,THM_All_Semesters,2026-02-11 15:44:00.160575,2,5.15
Fall_2022_250,Fall_2022,2022,Fall,,,Why did you take a Town Hall Section of POLS 155?,Why did you take a Town Hall Section of POLS 155?,"I signed up for a required class, I didn't really know what I was taking.",73,15,250,Motivation,i signed up for a required class i didnt really know what i was taking,THM_All_Semesters,2026-02-11 15:44:00.160575,2,4.87
Fall_2022_251,Fall_2022,2022,Fall,,,Why did you take a Town Hall Section of POLS 155?,Why did you take a Town Hall Section of POLS 155?,I thought i might be fun to get more involved and rate my professor was good too.,81,17,251,Motivation,i thought i might be fun to get more involved and rate my professor was good too,THM_All_Semesters,2026-02-11 15:44:00.160575,2,4.76
Fall_2022_257,Fall_2022,2022,Fall,,,Why did you take a Town Hall Section of POLS 155?,Why did you take a Town Hall Section of POLS 155?,"It worked with my schedule to balance home, work, and school",60,11,257,Motivation,it worked with my schedule to balance home work and school,THM_All_Semesters,2026-02-11 15:44:00.160575,1,5.45
Fall_2022_258,Fall_2022,2022,Fall,,,Why did you take a Town Hall Section of POLS 155?,Why did you take a Town Hall Section of POLS 155?,I asked around from people who have taken both and I saw that people who took town hall enjoyed the class more so I decided to take it,134,28,258,Motivation,i asked around from people who have taken both and i saw that people who took town hall enjoyed the class more so i decided to take it,THM_All_Semesters,2026-02-11 15:44:00.160575,1,4.79
Fall_2022_259,Fall_2022,2022,Fall,,,Why did you take a Town Hall Section of POLS 155?,Why did you take a Town Hall Section of POLS 155?,I thought it would be more interesting and it was,49,10,259,Motivation,i thought it would be more interesting and it was,THM_All_Semesters,2026-02-11 15:44:00.160575,1,4.9
Fall_2022_260,Fall_2022,2022,Fall,,,Why did you take a Town Hall Section of POLS 155?,Why did you take a Town Hall Section of POLS 155?,"mandatory, and I wanted to learn new diverse opinions",53,9,260,Motivation,mandatory and i wanted to learn new diverse opinions,THM_All_Semesters,2026-02-11 15:44:00.160575,1,5.89
Fall_2022_261,Fall_2022,2022,Fall,,,Why did you take a Town Hall Section of POLS 155?,Why did you take a Town Hall Section of POLS 155?,It was recommended by advisors at orientation.,46,7,261,Motivation,it was recommended by advisors at orientation,THM_All_Semesters,2026-02-11 15:44:00.160575,2,6.57
Fall_2022_262,Fall_2022,2022,Fall,,,Why did you take a Town Hall Section of POLS 155?,Why did you take a Town Hall Section of POLS 155?,To cover my GE and I was more interested in this than history.,62,13,262,Motivation,to cover my ge and i was more interested in this than history,THM_All_Semesters,2026-02-11 15:44:00.160575,2,4.77
Fall_2022_264,Fall_2022,2022,Fall,,,Why did you take a Town Hall Section of POLS 155?,Why did you take a Town Hall Section of POLS 155?,I was not aware there weren't non Town Hall sections.,53,10,264,Motivation,i was not aware there werent non town hall sections,THM_All_Semesters,2026-02-11 15:44:00.160575,2,5.3
Fall_2022_265,Fall_2022,2022,Fall,,,Why did you take a Town Hall Section of POLS 155?,Why did you take a Town Hall Section of POLS 155?,I wanted to learn about our local government.,45,8,265,Motivation,i wanted to learn about our local government,THM_All_Semesters,2026-02-11 15:44:00.160575,2,5.62
Fall_2022_266,Fall_2022,2022,Fall,,,Why did you take a Town Hall Section of POLS 155?,Why did you take a Town Hall Section of POLS 155?,To explore my options on how a student can make political change,64,12,266,Motivation,to explore my options on how a student can make political change,THM_All_Semesters,2026-02-11 15:44:00.160575,1,5.33
Fall_2022_268,Fall_2022,2022,Fall,,,Why did you take a Town Hall Section of POLS 155?,Why did you take a Town Hall Section of POLS 155?,"town hall assignment number 6, a pen, pencil and a jacket",57,11,268,Motivation,town hall assignment number 6 a pen pencil and a jacket,THM_All_Semesters,2026-02-11 15:44:00.160575,1,5.18
Fall_2022_269,Fall_2022,2022,Fall,,,Why did you take a Town Hall Section of POLS 155?,Why did you take a Town Hall Section of POLS 155?,"To Pass the Class and GE requirements, since I'm a History major, I love the class, and the History I'm into is US History.",123,24,269,Motivation,to pass the class and ge requirements since im a history major i love the class and the history im into is us history,THM_All_Semesters,2026-02-11 15:44:00.160575,2,5.12
Fall_2022_270,Fall_2022,2022,Fall,,,Why did you take a Town Hall Section of POLS 155?,Why did you take a Town Hall Section of POLS 155?,I had previously taken POLS155 during the online year but didn't do too well on it. I decided to retake it. I felt like actually having the town hall in person was a much better experience.,189,36,270,Motivation,i had previously taken pols155 during the online year but didnt do too well on it i decided to retake it i felt like actually having the town hall in person was a much better experience,THM_All_Semesters,2026-02-11 15:44:00.160575,4,5.25
Fall_2022_272,Fall_2022,2022,Fall,,,Why did you take a Town Hall Section of POLS 155?,Why did you take a Town Hall Section of POLS 155?,"I took it because it is a pre requisite for my major, I also enjoy learning about politics since it is a big part of our country",128,27,272,Motivation,i took it because it is a pre requisite for my major i also enjoy learning about politics since it is a big part of our country,THM_All_Semesters,2026-02-11 15:44:00.160575,1,4.74
Fall_2022_273,Fall_2022,2022,Fall,,,Why did you take a Town Hall Section of POLS 155?,Why did you take a Town Hall Section of POLS 155?,I took this class because it qualified for one of my general education courses,78,14,273,Motivation,i took this class because it qualified for one of my general education courses,THM_All_Semesters,2026-02-11 15:44:00.160575,1,5.57
Fall_2022_274,Fall_2022,2022,Fall,,,Why did you take a Town Hall Section of POLS 155?,Why did you take a Town Hall Section of POLS 155?,POLS 155 is a requirement. I don't think I was aware the Town Hall section was included.,88,17,274,Motivation,pols 155 is a requirement i dont think i was aware the town hall section was included,THM_All_Semesters,2026-02-11 15:44:00.160575,3,5.18
Fall_2022_278,Fall_2022,2022,Fall,,,Why did you take a Town Hall Section of POLS 155?,Why did you take a Town Hall Section of POLS 155?,I took it to further my knowledge on government.,48,9,278,Motivation,i took it to further my knowledge on government,THM_All_Semesters,2026-02-11 15:44:00.160575,2,5.33
Fall_2022_279,Fall_2022,2022,Fall,,,Why did you take a Town Hall Section of POLS 155?,Why did you take a Town Hall Section of POLS 155?,I wanted to be able to learn more about the policy topic I chose and a lot of people told me that it was interesting and informative.,133,27,279,Motivation,i wanted to be able to learn more about the policy topic i chose and a lot of people told me that it was interesting and informative,THM_All_Semesters,2026-02-11 15:44:00.160575,2,4.93
Fall_2022_280,Fall_2022,2022,Fall,,,Why did you take a Town Hall Section of POLS 155?,Why did you take a Town Hall Section of POLS 155?,policy problems can be worked on even if your not a member of government,72,14,280,Motivation,policy problems can be worked on even if your not a member of government,THM_All_Semesters,2026-02-11 15:44:00.160575,1,5.14
Fall_2022_284,Fall_2022,2022,Fall,,,Why did you take a Town Hall Section of POLS 155?,Why did you take a Town Hall Section of POLS 155?,I took this class because it is a required class.,49,10,284,Motivation,i took this class because it is a required class,THM_All_Semesters,2026-02-11 15:44:00.160575,2,4.9
Fall_2022_285,Fall_2022,2022,Fall,,,Why did you take a Town Hall Section of POLS 155?,Why did you take a Town Hall Section of POLS 155?,I did not know there were other sections of POLS 155 until now.,63,13,285,Motivation,i did not know there were other sections of pols 155 until now,THM_All_Semesters,2026-02-11 15:44:00.160575,2,4.85
Fall_2022_286,Fall_2022,2022,Fall,,,Why did you take a Town Hall Section of POLS 155?,Why did you take a Town Hall Section of POLS 155?,Because it was recommended to me by other people and seemed more fun than the other one.,88,17,286,Motivation,because it was recommended to me by other people and seemed more fun than the other one,THM_All_Semesters,2026-02-11 15:44:00.160575,2,5.18
Fall_2022_289,Fall_2022,2022,Fall,,,Why did you take a Town Hall Section of POLS 155?,Why did you take a Town Hall Section of POLS 155?,it would be a great experience,30,6,289,Motivation,it would be a great experience,THM_All_Semesters,2026-02-11 15:44:00.160575,1,5.0
Fall_2022_290,Fall_2022,2022,Fall,,,Why did you take a Town Hall Section of POLS 155?,Why did you take a Town Hall Section of POLS 155?,"It did sound very interesting, but my idea of it was meeting city officials and discussing our policies, not just with each other",129,23,290,Motivation,it did sound very interesting but my idea of it was meeting city officials and discussing our policies not just with each other,THM_All_Semesters,2026-02-11 15:44:00.160575,1,5.61
Fall_2022_291,Fall_2022,2022,Fall,,,Why did you take a Town Hall Section of POLS 155?,Why did you take a Town Hall Section of POLS 155?,"I didn’t know there were others and I needed political science credit, i got lucky I guess",90,17,291,Motivation,i didnt know there were others and i needed political science credit i got lucky i guess,THM_All_Semesters,2026-02-11 15:44:00.160575,1,5.29
Fall_2022_292,Fall_2022,2022,Fall,,,Why did you take a Town Hall Section of POLS 155?,Why did you take a Town Hall Section of POLS 155?,I took it because I was wondering what it would be like.,56,12,292,Motivation,i took it because i was wondering what it would be like,THM_All_Semesters,2026-02-11 15:44:00.160575,2,4.67
Fall_2022_294,Fall_2022,2022,Fall,,,Why did you take a Town Hall Section of POLS 155?,Why did you take a Town Hall Section of POLS 155?,"If Im being completely honest I wasn't completely aware of this being part of the POLS 155 curriculum , but when I learned about it I was intrigued.",148,28,294,Motivation,if im being completely honest i wasnt completely aware of this being part of the pols 155 curriculum  but when i learned about it i was intrigued,THM_All_Semesters,2026-02-11 15:44:00.160575,2,5.29
Fall_2022_295,Fall_2022,2022,Fall,,,Why did you take a Town Hall Section of POLS 155?,Why did you take a Town Hall Section of POLS 155?,"I took this section mostly because I had to take an American Government class, but I really enjoyed this course.",112,20,295,Motivation,i took this section mostly because i had to take an american government class but i really enjoyed this course,THM_All_Semesters,2026-02-11 15:44:00.160575,2,5.6
Fall_2022_296,Fall_2022,2022,Fall,,,Why did you take a Town Hall Section of POLS 155?,Why did you take a Town Hall Section of POLS 155?,it was one of my general ed requirments,39,8,296,Motivation,it was one of my general ed requirments,THM_All_Semesters,2026-02-11 15:44:00.160575,1,4.88
Fall_2022_297,Fall_2022,2022,Fall,,,Why did you take a Town Hall Section of POLS 155?,Why did you take a Town Hall Section of POLS 155?,I took a Town Hall Section of POLS because at the time the discussion section seemed more difficult.,100,18,297,Motivation,i took a town hall section of pols because at the time the discussion section seemed more difficult,THM_All_Semesters,2026-02-11 15:44:00.160575,2,5.56
Fall_2022_299,Fall_2022,2022,Fall,,,Why did you take a Town Hall Section of POLS 155?,Why did you take a Town Hall Section of POLS 155?,I didn't quite know I took this section of POLS 155 however I am glad I did. I believe the Town Hall Section added to the POLS class and made it feel more real.,160,34,299,Motivation,i didnt quite know i took this section of pols 155 however i am glad i did i believe the town hall section added to the pols class and made it feel more real,THM_All_Semesters,2026-02-11 15:44:00.160575,3,4.71
Fall_2022_300,Fall_2022,2022,Fall,,,Why did you take a Town Hall Section of POLS 155?,Why did you take a Town Hall Section of POLS 155?,Good way to get out of my comfort zone.,39,9,300,Motivation,good way to get out of my comfort zone,THM_All_Semesters,2026-02-11 15:44:00.160575,2,4.33
Fall_2022_304,Fall_2022,2022,Fall,,,Why did you take a Town Hall Section of POLS 155?,Why did you take a Town Hall Section of POLS 155?,i wasn't aware i was taking a town hall section but i am glad i did because i hadn't done anything like that before,115,24,304,Motivation,i wasnt aware i was taking a town hall section but i am glad i did because i hadnt done anything like that before,THM_All_Semesters,2026-02-11 15:44:00.160575,1,4.79
